sent_correct	sent_wrong
STARZEC - To co ty widzisz?	STARZEC - To co ty widzę?
– Ty masz katar?	– Ty mam katar?
Mama mówi, że to jest środek Prawieku, a ty nie chcesz iść.	Mama mówi, że to jest środek Prawieku, a ty nie chcę iść.
– ty czytasz Jackowi bajki do snu tak na fotelu?	– ty czytam Jackowi bajki do snu tak na fotelu?
a czemu ty nie robisz?	a czemu ty nie robię?
(Ty masz inne zdanie: proszę, chętnie wysłucham).	(Ty mam inne zdanie: proszę, chętnie wysłucham).
- Prawda - szepnęła Karolcia - ale dlaczego ja widzę ciebie, a ty widzisz mnie?	- Prawda - szepnęła Karolcia - ale dlaczego ja widzę ciebie, a ty widzę mnie?
Kiedy ja grzeję mleko, ty zawsze musisz zrobić awanturę.	Kiedy ja grzeję mleko, ty zawsze muszę zrobić awanturę.
- Lechu, zawsze mówił eś , że Ty masz prawą nogę i lewą nogę.	- Lechu, zawsze mówił eś , że Ty mam prawą nogę i lewą nogę.
- Co ty mówisz?	- Co ty mówię?
– ty też masz tak..	– ty też mam tak..
- Co ty tam masz?	- Co ty tam mam?
"Gdzie ty masz rozum?	"Gdzie ty mam rozum?
– ty czytasz Jackowi bajki do snu tak na fotelu?	– ty czytam Jackowi bajki do snu tak na fotelu?
Basia, czytając nieraz to, co piszę, powiedziała mi raz: "Staraj się hamować, temperuj się - ty masz naturę pierwszego człowieka Renesansu".	Basia, czytając nieraz to, co piszę, powiedziała mi raz: "Staraj się hamować, temperuj się - ty mam naturę pierwszego człowieka Renesansu".
- A jakie ty masz swoje sprawy? - pytała matka.	- A jakie ty mam swoje sprawy? - pytała matka.
A ty wiesz, mamusia wczoraj w ogrodzie widziała taką dużą żabę - o, taką.	A ty wiem, mamusia wczoraj w ogrodzie widziała taką dużą żabę - o, taką.
Co ty tam wiesz o Starym Kodeksie?	Co ty tam wiem o Starym Kodeksie?
(Myszkinku, jakie ty masz futerko, lazurowe po prostu!	(Myszkinku, jakie ty mam futerko, lazurowe po prostu!
Czy ty masz duszę i sumienie?	Czy ty mam duszę i sumienie?
Czy ty masz duszę i sumienie?	Czy ty mam duszę i sumienie?
- Przecież społeczeństwo stawiało temu systemowi opór od pierwszej niemal chwili: przez mówienie jasno, jaka jest prawda, przez przedstawianie swojego etosu, tak jak to zawsze robił i robi w tej chwili choćby Tygodnik Powszechny, a co może robić każdy profesor humanista, każdy asystent, każdy student w dyskusjach, na seminariach.	- Przecież społeczeństwo stawiało temu systemowi opór od pierwszej niemal chwili: przez mówienie jasno, jaka jest prawda, przez przedstawianie swojego etosu, tak jak to zawsze robiło i robi w tej chwili choćby Tygodnik Powszechny, a co może robić każdy profesor humanista, każdy asystent, każdy student w dyskusjach, na seminariach.
I od początku szedł numer, potem znowu ktoś trącił...	I od początku szło numer, potem znowu ktoś trącił...
Przed oknem przejechał pierwszy nocny autobus, ostatnie dziś dwa psy sikały na trawniku, ich właściciele wpatrywali się w oświetloną witrynę Rimini z obojętną twarzą.	Przed oknem przejechało pierwszy nocny autobus, ostatnie dziś dwa psy sikały na trawniku, ich właściciele wpatrywali się w oświetloną witrynę Rimini z obojętną twarzą.
I rzeczywiście, zanim zdążyły śmy osuszyć butelkę radosnego wyborczego szampana, po drugiej w nocy mógł wejść do sali w Ostankino zwycięzca.	I rzeczywiście, zanim zdążyły śmy osuszyć butelkę radosnego wyborczego szampana, po drugiej w nocy mogło wejść do sali w Ostankino zwycięzca.
Rzym nie zdążył przed swoim upadkiem dostarczyć tego zaplecza - uczynił to dopiero kościół.	Rzym nie zdążył przed swoim upadkiem dostarczyć tego zaplecza - uczyniło to dopiero kościół.
Łódzki sąd ma dziś zdecydować o losie 2- i 6-latka, których spacerujących w centrum Łodzi znalazł wczoraj nad ranem przypadkowy przechodzień.	Łódzki sąd ma dziś zdecydować o losie 2- i 6-latka, których spacerujących w centrum Łodzi znalazło wczoraj nad ranem przypadkowy przechodzień.
Z radością witali również państwa Paleniów sąsiedzi, którzy na tę okazję upiekli specjalny tort.	Z radością witały również państwa Paleniów sąsiedzi, którzy na tę okazję upiekli specjalny tort.
60 lat skończył legendarny przywódca pierwszej "Solidarności", eksprezydent Lech Wałęsa.	60 lat skończyło legendarny przywódca pierwszej "Solidarności", eksprezydent Lech Wałęsa.
Sprawa byłego szefa spółki Art B Bogusława Bagsika nie zostanie zwrócona prokuraturze - zadecydował w czwartek warszawski Sąd Wojewódzki.	Sprawa byłego szefa spółki Art B Bogusława Bagsika nie zostanie zwrócona prokuraturze - zadecydowało w czwartek warszawski Sąd Wojewódzki.
Jedna z hipotez, dotyczących środowej ucieczki "Jędrzeja", nie wyklucza, że mógł mu pomóc ktoś z policji.	Jedna z hipotez, dotyczących środowej ucieczki "Jędrzeja", nie wyklucza, że mogło mu pomóc ktoś z policji.
Oto co na to pytanie odpowiedział zatroskanemu lokatorowi z 19 piętra, wybitny architekt prof. Jerzy Hryniewiecki: - Może pan spać spokojnie!	Oto co na to pytanie odpowiedziało zatroskanemu lokatorowi z 19 piętra, wybitny architekt prof. Jerzy Hryniewiecki: - Może pan spać spokojnie!
Prawie na pewno tak się nie stało, choć nawet Grekom trudno było powiedzieć, jak zginął ich największy obok Homera poeta.	Prawie na pewno tak się nie stało, choć nawet Grekom trudno było powiedzieć, jak zginęło ich największy obok Homera poeta.
Okazało się, że radiowego reportera wprowadził na salę socjalistyczny polityk József Sipos, którego natychmiast wyrzucono z partii.	Okazało się, że radiowego reportera wprowadziło na salę socjalistyczny polityk József Sipos, którego natychmiast wyrzucono z partii.
Beacie towarzyszył mój starszy kuzyn, inżynier Wacław Straszyński.	Beacie towarzyszyło mój starszy kuzyn, inżynier Wacław Straszyński.
Pacjent zgłosił się do szpitala, gdy zaczął mu się pogarszać wzrok w lewym oku.	Pacjent zgłosił się do szpitala, gdy zaczęło mu się pogarszać wzrok w lewym oku.
W Senacie zgłosił swoje przystąpienie do komunistów senator Boguszewski, wybrany z listy BBWR, już przedtem miał kontakty.	W Senacie zgłosiło swoje przystąpienie do komunistów senator Boguszewski, wybrany z listy BBWR, już przedtem miał kontakty.
Tam, gdzie siedzieli fani leżajskiej drużyny, powiewały trójkolorowe flagi (niebiesko-żółto-czerwone), słychać było wesoły śpiew, natomiast „klatę” z kibicami Stali Stalowa Wola zdobił ogromny, czarny transparent z napisem „Stalówka” i panowała grobowa cisza…	Tam, gdzie siedzieli fani leżajskiej drużyny, powiewały trójkolorowe flagi (niebiesko-żółto-czerwone), słychać było wesoły śpiew, natomiast „klatę” z kibicami Stali Stalowa Wola zdobiło ogromny, czarny transparent z napisem „Stalówka” i panowała grobowa cisza…
- Według prawa drogowego dodatkowe oznakowanie było by zbyteczne tylko wtedy jeśli znajdowało by się tam skrzyżowanie - wyjaśnił nam chcący zachować anonimowość mieszkaniec Nakła.	- Według prawa drogowego dodatkowe oznakowanie było by zbyteczne tylko wtedy jeśli znajdowało by się tam skrzyżowanie - wyjaśniło nam chcący zachować anonimowość mieszkaniec Nakła.
- Ostatnio, gdy jechał em od strony Wieliczki, zatrzymywał mnie jakiś pieszy, stojący na środkowym pasie drogi.	- Ostatnio, gdy jechał em od strony Wieliczki, zatrzymywało mnie jakiś pieszy, stojący na środkowym pasie drogi.
Sekreterę zrobił jakiś prowincjonalny ebenista.	Sekreterę zrobiło jakiś prowincjonalny ebenista.
Lista leków za złotówkę dla osób po 65. roku życia będzie znana dopiero po nowelizacji ustawy o ubezpieczeniu zdrowotnym - powiedział na konferencji prasowej we wtorek minister zdrowia Marek Łapiński.	Lista leków za złotówkę dla osób po 65. roku życia będzie znana dopiero po nowelizacji ustawy o ubezpieczeniu zdrowotnym - powiedziało na konferencji prasowej we wtorek minister zdrowia Marek Łapiński.
– no ukradł mi ten zbój ruski..	– no ukradło mi ten zbój ruski..
W Gnieźnie w sylwestrowy wieczór zginęli podczas pożaru trzej chłopcy, a jadący do akcji samochód strażacki wpadł na dwie kobiety.	W Gnieźnie w sylwestrowy wieczór zginęły podczas pożaru trzej chłopcy, a jadący do akcji samochód strażacki wpadł na dwie kobiety.
- Dziwię się, że już wcześniej nie zwrócił na to uwagi żaden kierowca - dodał.	- Dziwię się, że już wcześniej nie zwróciło na to uwagi żaden kierowca - dodał.
Co prawda ostatnio dokuczał mi trochę nadwerężony mięsień, ale z każdym dniem czuję się lepiej i mam nadzieję, że uda mi się wpisać na listę strzelców, a cały zespół zwycięstwem zakończy ostatni w tym sezonie mecz na naszym stadionie.	Co prawda ostatnio dokuczało mi trochę nadwerężony mięsień, ale z każdym dniem czuję się lepiej i mam nadzieję, że uda mi się wpisać na listę strzelców, a cały zespół zwycięstwem zakończy ostatni w tym sezonie mecz na naszym stadionie.
W 1836 otrzymał ją od cara gen. Kreutz, zdobywca rozsławionej poematem A. Mickiewicza reduty Ordona (1831).	W 1836 otrzymało ją od cara gen. Kreutz, zdobywca rozsławionej poematem A. Mickiewicza reduty Ordona (1831).
„W przeciwieństwie do przejęcia sfery cyfrowej, pokojowe przejęcie władzy nie jest w Stanach Zjednoczonych bez precedensu.” — napisał w poniedziałek na blogu specjalny asystent Obamy Kori Schulman.	„W przeciwieństwie do przejęcia sfery cyfrowej, pokojowe przejęcie władzy nie jest w Stanach Zjednoczonych bez precedensu.” — napisało w poniedziałek na blogu specjalny asystent Obamy Kori Schulman.
Może by śmy go minęli, tak nas ta figura gdzieś ukryta przed nami pośród chałup, płotów, ogródków, drzew, krzaków zmamiła, lecz nagle jakby spod ziemi doszedł nas jego martwy głos: - Nie mówił em , że szukacie czegoś?	Może by śmy go minęli, tak nas ta figura gdzieś ukryta przed nami pośród chałup, płotów, ogródków, drzew, krzaków zmamiła, lecz nagle jakby spod ziemi doszło nas jego martwy głos: - Nie mówił em , że szukacie czegoś?
Najpierw zwrócił na to uwagę prokurator wojewódzki w Poznaniu.	Najpierw zwróciło na to uwagę prokurator wojewódzki w Poznaniu.
Postulaty "Solidarności" - stwierdził podczas spotkania I sekretarz KW - są zbieżne z zamierzeniami władz wojewódzkich.	Postulaty "Solidarności" - stwierdziło podczas spotkania I sekretarz KW - są zbieżne z zamierzeniami władz wojewódzkich.
Za mną stał szczupły, niewysoki brunet.	Za mną stało szczupły, niewysoki brunet.
Jak już zdziczał i stał się ostrożny na wzór tubylców puszczy, okazał to jego ruch, z jakim wiosłem się całą siłą odepchnął i ledwie się obejrzawszy, umknął.	Jak już zdziczał i stał się ostrożny na wzór tubylców puszczy, okazało to jego ruch, z jakim wiosłem się całą siłą odepchnął i ledwie się obejrzawszy, umknął.
I naprawdę imponująca - powiedział do dziennikarzy zgromadzonych w Pałacu Prezydenckim prałat Georg, gdy proszono go o komentarz.	I naprawdę imponująca - powiedziało do dziennikarzy zgromadzonych w Pałacu Prezydenckim prałat Georg, gdy proszono go o komentarz.
Nawet od kiedy w 1990 roku zaczęły się mną interesować zagraniczne kluby zawodowe, moje ambicje sięgały najwyżej ligi niemieckiej.	Nawet od kiedy w 1990 roku zacęły się mną interesować zagraniczne kluby zawodowe, moje ambicje sięgały najwyżej ligi niemieckiej.
Śledztwem w sprawie afery w łódzkim pogotowiu może być objętych kilkadziesiąt osób - poinformował w środę wieczorem podinspektor Jarosław Berger, rzecznik łódzkiej policji.	Śledztwem w sprawie afery w łódzkim pogotowiu może być objętych kilkadziesiąt osób - poinformowało w środę wieczorem podinspektor Jarosław Berger, rzecznik łódzkiej policji.
- Nie przyjechał em tutaj aby agitować, lecz nie chciał by m , by za społeczeństwo miał w tej sprawie decydować parlament.	- Nie przyjechał em tutaj aby agitować, lecz nie chciał by m , by za społeczeństwo miało w tej sprawie decydować parlament.
Zimą 1807 w pobliżu Gutkowa miała miejsce bitwa wojsk francuskich z wojskami pruskimi, a jej przebieg obserwował z wieży miejscowego kościoła cesarz Napoleon.	Zimą 1807 w pobliżu Gutkowa miała miejsce bitwa wojsk francuskich z wojskami pruskimi, a jej przebieg obserwowało z wieży miejscowego kościoła cesarz Napoleon.
Gdy komunizm zbankrutował, budynek kupił za niewielkie pieniądze przedsiębiorczy biznesmen i zamienił go na ośrodek wypoczynkowy.	Gdy komunizm zbankrutował, budynek kupiło za niewielkie pieniądze przedsiębiorczy biznesmen i zamienił go na ośrodek wypoczynkowy.
Drugi z legionowian był Artur Kosior, aktualny brązowy medalista Mistrzostw Mazowsza do lat 20, a tuż za nim do mety dotarł nasz utalentowany junior Igor Litner; obaj zgromadzili po 5,5 pkt i zremisowali bezpośredni pojedynek.	Drugi z legionowian był Artur Kosior, aktualny brązowy medalista Mistrzostw Mazowsza do lat 20, a tuż za nim do mety dotarło nasz utalentowany junior Igor Litner; obaj zgromadzili po 5,5 pkt i zremisowali bezpośredni pojedynek.
Dlatego zapraszamy was do dalszej współpracy - dziękował nam z kolei pierwszy sekretarz irlandzkiej ambasady Ralph Victory.	Dlatego zapraszamy was do dalszej współpracy - dziękowało nam z kolei pierwszy sekretarz irlandzkiej ambasady Ralph Victory.
Jego dryfujący jacht "Mathilde" w nocy z 3 na 4 maja odnaleźli polscy naukowcy na morzu na wysokości Sarbinowa.	Jego dryfujący jacht "Mathilde" w nocy z 3 na 4 maja odnalazły polscy naukowcy na morzu na wysokości Sarbinowa.
O tym, że było też piękno, przypomniał uczestnikom spotkania recital dwóch bardów antykomunistycznej opozycji: Jacka Kaczmarskiego i Julija Kima.	O tym, że było też piękno, przypomniało uczestnikom spotkania recital dwóch bardów antykomunistycznej opozycji: Jacka Kaczmarskiego i Julija Kima.
Od IX w. p.n.e. zaczęły pojawiać się pierwsze greckie teksty.	Od IX w. p.n.e. zacęły pojawiać się pierwsze greckie teksty.
Wcześniej w ręce policji wpadł inny bliski współpracownik Marka K. - Rafał Ch. ps. "Czarny".	Wcześniej w ręce policji wpadło inny bliski współpracownik Marka K. - Rafał Ch. ps. "Czarny".
Nigdy nie zauważył em , by padał na mnie jakiś cień, by m pozostawał w czyimś cieniu.	Nigdy nie zauważył em , by padało na mnie jakiś cień, by m pozostawał w czyimś cieniu.
Ciekawi nie tylko mnie, co robił w byłej PZPR p. Balcerowicz (podobno był jej członkiem), kiedy zgubił swoją legitymację i z czyich rąk otrzymał nominację profesorską!	Ciekawi nie tylko mnie, co robiło w byłej PZPR p. Balcerowicz (podobno był jej członkiem), kiedy zgubił swoją legitymację i z czyich rąk otrzymał nominację profesorską!
W trakcie remontu zauważył go nowy właściciel mieszkania, bo z piasku wystawała ręka.	W trakcie remontu zauważyło go nowy właściciel mieszkania, bo z piasku wystawała ręka.
Razem ze mną miał być przyjęty inny kandydat, który jednak w ostatniej chwili zrezygnował.	Razem ze mną miało być przyjęty inny kandydat, który jednak w ostatniej chwili zrezygnował.
– wchodziło się do mieszkania i był jeden wielki smród.	– wchodziło się do mieszkania i było jeden wielki smród.
Mułła zaś, choć mówił o nim cały świat, pozostawał niewidzialny, bez twarzy.	Mułła zaś, choć mówiło o nim cały świat, pozostawał niewidzialny, bez twarzy.
Polska Misja Medyczna po ponad czterech miesiącach pracy na Bałkanach, kończy działalność i za kilka dni powrót do Polski - poinformował w nocy z soboty na niedzielę lekarz misji Michał Poprawski.	Polska Misja Medyczna po ponad czterech miesiącach pracy na Bałkanach, kończy działalność i za kilka dni powrót do Polski - poinformowało w nocy z soboty na niedzielę lekarz misji Michał Poprawski.
- Polska, Czechy i Węgry będą ściśle koordynować swoją politykę zagraniczną, by zwiększyć szanse na przystąpienie do NATO - powiedział wczoraj w imieniu swoim oraz polskiego i czeskiego kolegi szef węgierskiej dyplomacji Laszlo Kovacs.	- Polska, Czechy i Węgry będą ściśle koordynować swoją politykę zagraniczną, by zwiększyć szanse na przystąpienie do NATO - powiedziało wczoraj w imieniu swoim oraz polskiego i czeskiego kolegi szef węgierskiej dyplomacji Laszlo Kovacs.
Piotr przygładził dłonią wystrzępione kosmyki, których koniuszki znaczył leciutko, aczkolwiek wyraźnie chemiczny blond.	Piotr przygładził dłonią wystrzępione kosmyki, których koniuszki znaczyło leciutko, aczkolwiek wyraźnie chemiczny blond.
Podskoczyłem do drzwi, ale stanął w nich jakiś mężczyzna, tyłem do mnie, i nie mogłem nic dojrzeć.	Podskoczyłem do drzwi, ale stanęło w nich jakiś mężczyzna, tyłem do mnie, i nie mogłem nic dojrzeć.
Postój w tym byłym górniczym mieście poprzedził dyskretny telefon z ABW do władz grodu.	Postój w tym byłym górniczym mieście poprzedziło dyskretny telefon z ABW do władz grodu.
W środku był też ciężko poparzony inny mężczyzna.	W środku było też ciężko poparzony inny mężczyzna.
Rozkaz jej rozpoczęcia wydał oddziałom armii prezydent Boris Trajkovski.	Rozkaz jej rozpoczęcia wydało oddziałom armii prezydent Boris Trajkovski.
Pod jej nosem błyszczał pot, musiała biec, widocznie firma pilnująca mieszkania nie zawiadomiła jej o wyłączeniu alarmu.	Pod jej nosem błyszczało pot, musiała biec, widocznie firma pilnująca mieszkania nie zawiadomiła jej o wyłączeniu alarmu.
Przed Sądem Okręgowym w Koszalinie stanęli wczoraj oskarżeni: Klaudia G. (19 lat), Grzegorz Sz. (24 lata), Bogdan K. (20-latek).	Przed Sądem Okręgowym w Koszalinie stanęły wczoraj oskarżeni: Klaudia G. (19 lat), Grzegorz Sz. (24 lata), Bogdan K. (20-latek).
Najpierw zwrócił na to uwagę prokurator wojewódzki w Poznaniu.	Najpierw zwróciło na to uwagę prokurator wojewódzki w Poznaniu.
Kobietom odpowiadał uwodzicielsko nastrojony głos ukrytego w jakiejś dziupli wodzireja.	Kobietom odpowiadało uwodzicielsko nastrojony głos ukrytego w jakiejś dziupli wodzireja.
Spore zdziwienie mieszkańców Gdyni wywołał widok jachtów w basenie Prezydenta.	Spore zdziwienie mieszkańców Gdyni wywołało widok jachtów w basenie Prezydenta.
Gdzie było zagrożenie, rósł też ratunek; ratunkiem człowieka był człowiek.	Gdzie było zagrożenie, rosło też ratunek; ratunkiem człowieka był człowiek.
Zapłacił em za nią 16 złotych - stwierdził nasz rozmówca.	Zapłacił em za nią 16 złotych - stwierdziło nasz rozmówca.
Podczas wojny I koalicji antyfrancuskiej szybko zdobył sławę młody korsykański oficer kawalerii w armii rewolucji francuskiej – Napoleon Bonaparte.	Podczas wojny I koalicji antyfrancuskiej szybko zdobyło sławę młody korsykański oficer kawalerii w armii rewolucji francuskiej – Napoleon Bonaparte.
- Walczą tylko o lekkoatletykę, bo są w niej mocni - powiedział o organizatorach były kenijski biegacz Kipchoge Keino.	- Walczą tylko o lekkoatletykę, bo są w niej mocni - powiedziało o organizatorach były kenijski biegacz Kipchoge Keino.
Amerykańską ambasadę reprezentował konsul Knitte.	Amerykańską ambasadę reprezentowało konsul Knitte.
Beacie towarzyszył mój starszy kuzyn, inżynier Wacław Straszyński.	Beacie towarzyszyło mój starszy kuzyn, inżynier Wacław Straszyński.
Poprosił em tatę, żeby się zatrzymał - wyjaśnił za kierowcę jego syn.	Poprosił em tatę, żeby się zatrzymał - wyjaśniło za kierowcę jego syn.
Jeszcze dalej, najdalej ze wszystkich romantyków naszych, poszedł poznański poeta Ryszard Berwiński, wołając: Z nami Bóg! kto nasz wróg, mordować do nogi.	Jeszcze dalej, najdalej ze wszystkich romantyków naszych, poszło poznański poeta Ryszard Berwiński, wołając: Z nami Bóg! kto nasz wróg, mordować do nogi.
- W drugim domu mieszkał polski dezerter, Silvester Kohnke.	- W drugim domu mieszkało polski dezerter, Silvester Kohnke.
Kwintet poprowadził nauczyciel ze Szkoły Muzycznej, Krzysztof Garbacz.	Kwintet poprowadziło nauczyciel ze Szkoły Muzycznej, Krzysztof Garbacz.
Potem okład z zimnych liści kapusty, koniecznie roztłuczonych tłuczkiem, tak, aby aż ciekł z nich sok!	Potem okład z zimnych liści kapusty, koniecznie roztłuczonych tłuczkiem, tak, aby aż ciekło z nich sok!
- Ale, ale, mamy dla was niespodziankę - zmienił ton dziekan.	- Ale, ale, mamy dla was niespodziankę - zmieniło ton dziekan.
Przy końcu alei stał świeżo wkopany słup, pomalowany na jasnoniebieski kolor.	Przy końcu alei stało świeżo wkopany słup, pomalowany na jasnoniebieski kolor.
Na trotyl natrafiono w miejscu, które wskazał radiesteta, zatrudniony przez rodzinę zaginionego.	Na trotyl natrafiono w miejscu, które wskazało radiesteta, zatrudniony przez rodzinę zaginionego.
- Niech pan lewą trzyma bardziej od dołu - poprawił mnie instruktor.	- Niech pan lewą trzyma bardziej od dołu - poprawiło mnie instruktor.
Nagle zasłona się uchyliła, a za nią stał mój drogi mąż	Nagle zasłona się uchyliła, a za nią stało mój drogi mąż
W przyszłym miesiącu powinien się rozpocząć remont mostu na ul. Przestrzennej.	W przyszłym miesiącu powinno się rozpocząć remont mostu na ul. Przestrzennej.
O zawilgoceniu gruntu i budynków informowali jedynie archeolodzy prowadzący wykopaliska na starówce.	O zawilgoceniu gruntu i budynków informowały jedynie archeolodzy prowadzący wykopaliska na starówce.
W piątek życzenia od przedstawicieli władz miejskich, kolejowych i zaproszonych gości odebrał dyrektor ZSET Kazimierz Maćkowiak.	W piątek życzenia od przedstawicieli władz miejskich, kolejowych i zaproszonych gości odebrało dyrektor ZSET Kazimierz Maćkowiak.
Ze sklepów zniknęły wiatraki.	Ze sklepów znikły wiatraki.
Wioślarzom AZS przybył nowy konkurent.	Wioślarzom AZS przybyło nowy konkurent.
I jak opowiadał nieżyjący już pan Czesław Masztalerz - najpierw zastrzelono dzieci, a potem śmiertelnie raniono matkę, która dogorywała w kałuży krwi.	I jak opowiadało nieżyjący już pan Czesław Masztalerz - najpierw zastrzelono dzieci, a potem śmiertelnie raniono matkę, która dogorywała w kałuży krwi.
To musiał być cudzoziemiec - mówi Krystyna.	To musiało być cudzoziemiec - mówi Krystyna.
- To prokurator Kapusta zdecyduje, czy śledztwo będzie kontynuowane - mówił nam w grudniu szef warszawskiej prokuratury apelacyjnej.	- To prokurator Kapusta zdecyduje, czy śledztwo będzie kontynuowane - mówiło nam w grudniu szef warszawskiej prokuratury apelacyjnej.
- Przed wrotami, ćmiąc papierosa, czekał na niego ojciec.	- Przed wrotami, ćmiąc papierosa, czekało na niego ojciec.
- To była zbrodnia usiłowania zabójstwa - grzmiał sędzia Jarosław Leszczyński.	- To była zbrodnia usiłowania zabójstwa - grzmiało sędzia Jarosław Leszczyński.
W bocznej alei klęczał na ziemi starszy, siwy pan w złotych okularach i bandażował komuś głowę.	W bocznej alei klęczało na ziemi starszy, siwy pan w złotych okularach i bandażował komuś głowę.
- Zarówno okręt, jak i załoga zebrały dużo pochwał ze strony wojsk NATO-wskich - powiedział "Głosowi" dowódca ORP "Piast", kmdr ppor. Józef Kaczmarski.	- Zarówno okręt, jak i załoga zebrały dużo pochwał ze strony wojsk NATO-wskich - powiedziało "Głosowi" dowódca ORP "Piast", kmdr ppor. Józef Kaczmarski.
Dawno już minęły te czasy, kiedy z ligi rosyjskiej trwał exodus zawodników.	Dawno już minęły te czasy, kiedy z ligi rosyjskiej trwało exodus zawodników.
Corrado Passera wycofuje ofertę dla posłów wobec „postawy całkowitego zamknięcia, jaką okazał nam bank”.	Corrado Passera wycofuje ofertę dla posłów wobec „postawy całkowitego zamknięcia, jaką okazało nam bank”.
Kiedy "piecowy" był gotów do wykonania kolejnych obowiązków podszedł do niego pomocnik piekarza i uderzył go w twarz.	Kiedy "piecowy" był gotów do wykonania kolejnych obowiązków podeszło do niego pomocnik piekarza i uderzył go w twarz.
- Ceny polskiego węgla spadły o 15 proc., od kiedy wzrósł jego eksport na brytyjski rynek.	- Ceny polskiego węgla spadły o 15 proc., od kiedy wzrosło jego eksport na brytyjski rynek.
Wreszcie nadszedł ten najważniejszy dzień.	Wreszcie nadeszło ten najważniejszy dzień.
Jesienią do domu Gwiazdy zapukał mały człowiek.	Jesienią do domu Gwiazdy zapukało mały człowiek.
W 18-ym okręgu wyleciał w powietrze burdel dla żołnierzy niemieckich.	W 18-ym okręgu wyleciało w powietrze burdel dla żołnierzy niemieckich.
Teraz uzmysłowił sobie, co oznaczał słony smak koniaku.	Teraz uzmysłowił sobie, co oznaczało słony smak koniaku.
- Podczas całej wizyty w Warszawie, przy różnych okazjach, moją powinnością stało się wykazanie, że cały sportowy ruch międzynarodowy jest w stu procentach u boku sportowców polskich w tych niełatwych chwilach, jakie przeżywa wasz kraj - powiedział na wstępie przewodniczący MKOI.	- Podczas całej wizyty w Warszawie, przy różnych okazjach, moją powinnością stało się wykazanie, że cały sportowy ruch międzynarodowy jest w stu procentach u boku sportowców polskich w tych niełatwych chwilach, jakie przeżywa wasz kraj - powiedziało na wstępie przewodniczący MKOI.
W jego armii służyli teraz synowie śmiałków, którymi dowodził przed laty.	W jego armii służyły teraz synowie śmiałków, którymi dowodził przed laty.
Powrót do "zgubionego wątku" towarzyszył odtąd jego poszukiwaniom światopoglądowym i dokonaniom twórczym.	Powrót do "zgubionego wątku" towarzyszyło odtąd jego poszukiwaniom światopoglądowym i dokonaniom twórczym.
Skinął ręką królewic, żeby wieszczbiarz precz z tej izby uchodził.	Skinął ręką królewic, żeby wieszczbiarz precz z tej izby uchodziło.
Ale demokrata Al Gore obiecał emerytom dopłaty państwa do leków...	Ale demokrata Al Gore obiecało emerytom dopłaty państwa do leków...
Wskrzeszony w Lagosie ruch piractwa nie ominął nawet… Wysp Kanaryjskich, przez długie lata uchodzących za oazę spokoju.	Wskrzeszony w Lagosie ruch piractwa nie ominęło nawet… Wysp Kanaryjskich, przez długie lata uchodzących za oazę spokoju.
Jak twierdzi Agnieszka Wiercioch, naczelnik wydziału zamówień publicznych w warszawskim oddziale GDDKiA, wymóg zamieszczenia dokumentacji w Internecie przyniósł kilkutygodniowe opóźnienie.	Jak twierdzi Agnieszka Wiercioch, naczelnik wydziału zamówień publicznych w warszawskim oddziale GDDKiA, wymóg zamieszczenia dokumentacji w Internecie przyniosło kilkutygodniowe opóźnienie.
Nieboszczyk ojciec zawsze nam to śpiewał i na pedałowej harmonii sobie podgrywał.	Nieboszczyk ojciec zawsze nam to śpiewało i na pedałowej harmonii sobie podgrywał.
Jednak nasz wiceminister Kazimierz Molek zapewniał gromko: "Gdzie ja jestem, tam zawsze imprezy idą jak z płatka, poradzimy sobie z duplikatem pochówku!	Jednak nasz wiceminister Kazimierz Molek zapewniało gromko: "Gdzie ja jestem, tam zawsze imprezy idą jak z płatka, poradzimy sobie z duplikatem pochówku!
Wąż w kieszeni go uratował.	Wąż w kieszeni go uratowało.
Instytut ten w dniu 20 listopada 1945 r. zawarł umowę z Aleksandrem S., na podstawie której wydzierżawił mu zabudowany grunt, wyodrębniony podczas pomiarów przeprowadzonych w latach 1960-62 jako działka nr (...).	Instytut ten w dniu 20 listopada 1945 r. zawrzało umowę z Aleksandrem S., na podstawie której wydzierżawił mu zabudowany grunt, wyodrębniony podczas pomiarów przeprowadzonych w latach 1960-62 jako działka nr (...).
- Stan wyższej konieczności zmusił mnie do podjęcia subtelnej gry, której szczegółów nie mogę na razie zdradzić - powiedział nam wczoraj Chronowski po tym, jak niektóre media zarzucały mu, że posłużył się autopodsłuchem.	- Stan wyższej konieczności zmusiło mnie do podjęcia subtelnej gry, której szczegółów nie mogę na razie zdradzić - powiedział nam wczoraj Chronowski po tym, jak niektóre media zarzucały mu, że posłużył się autopodsłuchem.
W 1935 roku brytyjski informatyk Alan Mathison Turing wymyślił abstrakcyjną maszynę.	W 1935 roku brytyjski informatyk Alan Mathison Turing wymyśliło abstrakcyjną maszynę.
Portal Wirtualna Polska gościł wczoraj premiera Jerzego Buzka.	Portal Wirtualna Polska gościło wczoraj premiera Jerzego Buzka.
Piłkarze krakowskiej Wisły sprawili wspaniały prezent wszystkim sympatykom futbolu w Polsce.	Piłkarze krakowskiej Wisły sprawiły wspaniały prezent wszystkim sympatykom futbolu w Polsce.
Wilk wpadł we wnyki z grubej linki stalowej.	Wilk wpadło we wnyki z grubej linki stalowej.
