sent_id	sent_correct	sent_wrong	swap_head	feature_vals
n01096032	Şirketler hassas sistemler ve dış güçler arasına bir güvenlik duvarı inşa etmeyi deneyebilir, ancak bu her zaman işe yaramaz.	Şirketler hassas sistemler ve dış güçler arasına bir güvenlik duvarı inşa etmeyi deneyebilir, ancak bu her zaman işe yarıyoruz.	yarıyoruz	SG -> PL
n02068015	Barroso'ların alışverişi büyük bir heyecana yol açtı.	NA	NA	NA
n01111018	Bu yatırımcıların paralarını fonlara yatırmak için akın etmesini durdurmadı.	NA	NA	NA
w01035083	İnsanlar, habitat yok edildiğinde doğal yaşam alanlarının doğrudan kullanımını da kaybederler.	NA	NA	NA
w01137087	Çek sınır muhafızları Mayıs'ta sınır kontrolü için durmadan Çekoslovakya sınırını geçmeye çalışan iki Sudeten Alman çiftçisini vurdu.	NA	NA	NA
w01083007	Romanov monarşisinin idealize edilmiş vizyonu, onun ülkesinin gerçek durumunu görmesini engelledi.	Romanov monarşisinin idealize edilmiş vizyonu, onun ülkesinin gerçek durumunu görmesini engellediler.	engellediler	SG -> PL
n01063051	Yeniden canlandırmaları, sanatsal veya başka türlü iyi bir meydan okuma çağrısını vurgular: rahatsızlık, büyüme ve anlamlı bir bağlantı.	NA	NA	NA
n01033031	Ancak yapılan tarama sonucunda Bayan Pugh'nun sağ akciğerinde ki tümörün büyümekte olduğu ortaya çıktı ve deneme tedavisini bırakmak zorunda kaldı.	Ancak yapılan tarama sonucunda Bayan Pugh'nun sağ akciğerinde ki tümörün büyümekte olmaları ortaya çıktı ve deneme tedavisini bırakmak zorunda kaldı.	olmaları	SG -> PL
w01132081	Yelkenler, tarih öncesi Mezo Amerikalı ikonografisinde ya da metinlerde temsil edilmemektedir; bunun yerine, kanoların antik Maya için birincil su taşımacılığı modeli olarak kullanıldığı teorisine göre hazırlanmıştır.	NA	NA	NA
w01129019	Araba alevlerin içinde kalırken Kenseth uzaklaşıyordu.	NA	NA	NA
n02066011	Avustralyalı uzmanlar, Boeing'in Doğu Afrika'da Tanzanya sularında bulunan bir iniş kanadının incelenmesiyle yeni sonuçlara ulaştı.	NA	NA	NA
n01066093	Eşi Alice, "Kendi sağlığını tamamen ihmal etmesi." dedi.	Eşi Alice, "Kendi sağlığını tamamen ihmal etmesi." dediler.	dediler	SG -> PL
n01079065	Sanatçılar insanların kalplerine ulaşır; bir yerde buluşup farklılıklarımızı bir kenara koyabildiğimiz tek zaman bu.	NA	NA	NA
w01076054	1916'da başlayan Arap İsyanı, başta savaşın ilk iki yılında Orta Doğu cephesinde üstünlük kuran Osmanlı aleyhine döndürmüştür.	NA	NA	NA
w04007049	Napolyon, Austerlitz'in açık başarısının genel bir barış antlaşmasına dönüşebileceğinden emin di , ancak umutları kısa sürede tükendi: yeni İngiliz Başbakanı Lord Grenville de, Çar Alexander da herhangi bir anlaşma yapılmasını reddetti.	Napolyon, Austerlitz'in açık başarısının genel bir barış antlaşmasına dönüşebileceğinden emin di , ancak umutları kısa sürede tükendi: yeni İngiliz Başbakanı Lord Grenville de, Çar Alexander da herhangi bir anlaşma yapılmasını reddettiler.	reddettiler	SG -> PL
n05001005	En muhafazakarları temsil eden Cristina Cifuentes ve Sektörel Müsteşar Javier Maroto gibi partinin liderleri en ilerici kesimin temsilcileridir.	NA	NA	NA
n01037020	Ancak Çin'in büyüyen orta sınıfı, Pekin gibi nefes almayı zorlaştıran bir is bulutu içerisinde günlerini geçiren şehirlerdeki zehirli hava kirliliğiyle ilgili şikayetlerinde beklenmedik bir şekilde ısrarcı olmuştur.	NA	NA	NA
w01040102	Sabit bir rüzgar esmeye başlayınca, açık alandaki ince parçacıklar titreşim oluşturmaya başlar.	NA	NA	NA
n01048008	Bu tahminler, tamamlandıktan sonra kiralık ev pazarına dahil olan yeni evlerin yüzdesiyle örtüşmektedir ve bu da (yerli) yatırımcıların GTA konut piyasasında önemli rol oynadığının göstergesidir .	NA	NA	NA
