sent_correct	sent_wrong
Из-за происшествия образовалась большая автомобильная "пробка".	Из-за происшествия образовался большая автомобильная "пробка".
Вот так в конце зимы 1974 года взошла на моем горизонте планета Марс.	Вот так в конце зимы 1974 года взошел на моем горизонте планета Марс.
Нетрудно (и логично) предположить, что в многомастном кадровом пасьянсе, который разложил перед собой Путин перед выбором своего сменщика, присутствовала не одна только карта под названием "Медведев".	Нетрудно (и логично) предположить, что в многомастном кадровом пасьянсе, который разложил перед собой Путин перед выбором своего сменщика, присутствовал не одна только карта под названием "Медведев".
Может, ты к ней поехал…" - съезжала на два порядка вниз жена и становилась понятней и милей Монахову: все эти абстракции - обыкновенная, живая ревность, которой не чужд и самый высокий ум.	Может, ты к ней поехал…" - съезжал на два порядка вниз жена и становилась понятней и милей Монахову: все эти абстракции - обыкновенная, живая ревность, которой не чужд и самый высокий ум.
Голосование было тайным, но только не для Сталина, который быстро выяснил, что против него голосовала в первую очередь старая большевистская гвардия.	Голосование было тайным, но только не для Сталина, который быстро выяснил, что против него голосовал в первую очередь старая большевистская гвардия.
Если песня написана композитором на уже имеющийся текст, написанный поэтом, то проблемы и не возникает; в XX веке, однако, вновь приобрела широкое распространение древняя традиция, согласно которой один и тот же автор создаёт сразу словесный текст и музыку и (как правило) сам исполняет получившееся произведение.	Если песня написана композитором на уже имеющийся текст, написанный поэтом, то проблемы и не возникает; в XX веке, однако, вновь приобрел широкое распространение древняя традиция, согласно которой один и тот же автор создаёт сразу словесный текст и музыку и (как правило) сам исполняет получившееся произведение.
По мнению эксперта, в 1998 году быстрый выход из кризиса обеспечила именно развитая политическая инфраструктура: "Правильное решение родилось как равнодействующая идей нескольких партий, групп влияния.	По мнению эксперта, в 1998 году быстрый выход из кризиса обеспечил именно развитая политическая инфраструктура: "Правильное решение родилось как равнодействующая идей нескольких партий, групп влияния.
К тому времени завелась у меня югославская портативная печатающая машинка, на которой я перепечатывал свои вирши.	К тому времени завёлся у меня югославская портативная печатающая машинка, на которой я перепечатывал свои вирши.
Более 43 тыс. человек устроила на работу в 2001 году Федеральная государственная служба занятости населения по Приморскому краю.	Более 43 тыс. человек устроил на работу в 2001 году Федеральная государственная служба занятости населения по Приморскому краю.
" Славный город! "- отозвалась об этом городе императрица Екатерина 2	" Славный город! "- отозвался об этом городе императрица Екатерина 2
В Италии установилась сильнейшая за последние более чем 200 лет жара.	В Италии установился сильнейшая за последние более чем 200 лет жара.
Точкой невозврата явилась, как ни странно, любовь.	Точкой невозврата явился, как ни странно, любовь.
Не успела еще завершиться Шестая международная олимпиада по лингвистике, а международный оргкомитет уже смотрит в будущее: существует предварительная договоренность о том, что в 2009 году олимпиада пройдет в польском городе Вроцлаве.	Не успел еще завершиться Шестая международная олимпиада по лингвистике, а международный оргкомитет уже смотрит в будущее: существует предварительная договоренность о том, что в 2009 году олимпиада пройдет в польском городе Вроцлаве.
Начало созданию потоковых структур, создающих стоимость как актуальность, положила в конце 1990-х годов компания Nokia, когда организовала разработку новых моделей мобильных телефонов совместно специалистами по ИКТ и дизайнерами из индустрии моды.	Начало созданию потоковых структур, создающих стоимость как актуальность, положил в конце 1990-х годов компания Nokia, когда организовала разработку новых моделей мобильных телефонов совместно специалистами по ИКТ и дизайнерами из индустрии моды.
На самом деле умерла объективная - от слова "объектив" - реальность, и художник вынужден обнажать собственное восприятие, строить собственную реальность.	На самом деле умер объективная - от слова "объектив" - реальность, и художник вынужден обнажать собственное восприятие, строить собственную реальность.
Я любила играть в придворную жизнь Франции эпохи трех мушкетеров, а из балдахина получалась шикарная пышная юбка, если собрать его вокруг талии бантом.	Я любила играть в придворную жизнь Франции эпохи трех мушкетеров, а из балдахина получался шикарная пышная юбка, если собрать его вокруг талии бантом.
Они еще не забыли, откуда к ним пришла эта, как у нас считают, зараза.	Они еще не забыли, откуда к ним пришел эта, как у нас считают, зараза.
"Эти деньги очень бы пригодились до или сразу после родов: купить все необходимое младенцу, может быть, увеличить жилплощадь, - призналась собкору "НИ" в Самаре Сергею ИШКОВУ горожанка Вероника Касаткина.	"Эти деньги очень бы пригодились до или сразу после родов: купить все необходимое младенцу, может быть, увеличить жилплощадь, - признался собкору "НИ" в Самаре Сергею ИШКОВУ горожанка Вероника Касаткина.
С неба оборот за оборотом бесконечными мотками падала на землю белая ткань, обвивая ее погребальными пеленами.	С неба оборот за оборотом бесконечными мотками падал на землю белая ткань, обвивая ее погребальными пеленами.
Так неожиданно настигла Бекериху острая сердечная недостаточность, и на два пальца красное вино так и осталось недопитым.	Так неожиданно настиг Бекериху острая сердечная недостаточность, и на два пальца красное вино так и осталось недопитым.
Нержин ушёл в будку (ах, как позорно выглядела сейчас обтягивающая её мешковина!.. вечная эта нехватка материалов на складе!), непроницаемо заперся там.	Нержин ушёл в будку (ах, как позорно выглядел сейчас обтягивающая её мешковина!.. вечная эта нехватка материалов на складе!), непроницаемо заперся там.
Между ними пролегла ничтожная белая граница.	Между ними пролёг ничтожная белая граница.
Там сверкала серебром свежая рыба, и смуглым золотом - копчености; там царил - гордость Иркутска - истекающий медленным, янтарным жиром омуль…	Там сверкал серебром свежая рыба, и смуглым золотом - копчености; там царил - гордость Иркутска - истекающий медленным, янтарным жиром омуль…
Их приносила на Севан быстрая, как телеграмма, американская яхта, ланцетом взрезавшая воду, - и Арнольди вступал на берег - грозой от науки, Тамерланом добродушия.	Их приносил на Севан быстрая, как телеграмма, американская яхта, ланцетом взрезавшая воду, - и Арнольди вступал на берег - грозой от науки, Тамерланом добродушия.
На этот раз открывала фестиваль новая пара - Лидия Вележева и Алексей Гуськов - актерская пара с 15-летним семейным стажем.	На этот раз открывал фестиваль новая пара - Лидия Вележева и Алексей Гуськов - актерская пара с 15-летним семейным стажем.
Так что, садясь за стол, помните: это мухи удобрили почву, на которой выросли овощи вашего салата; возможно, мухи опылили злаки, из которых родился ваш хлеб; и вероятно, именно муха - последнее, чем обедала ваша жареная рыба.	Так что, садясь за стол, помните: это мухи удобрили почву, на которой выросли овощи вашего салата; возможно, мухи опылили злаки, из которых родился ваш хлеб; и вероятно, именно муха - последнее, чем обедал ваша жареная рыба.
"Аллилуеву похоронили, белый хлеб отменили" - так отметила это событие народная память, как всегда, попав в самую точку, накрепко связав, казалось бы, совсем не связанные события.	"Аллилуеву похоронили, белый хлеб отменили" - так отметил это событие народная память, как всегда, попав в самую точку, накрепко связав, казалось бы, совсем не связанные события.
Квартира, в которую мы пришли, оказалась совсем не той, к какой я привыкла, - неуютная, с совсем другой мебелью, только в углу стояла все та же большая керамическая ваза с камышами.	Квартира, в которую мы пришли, оказалась совсем не той, к какой я привыкла, - неуютная, с совсем другой мебелью, только в углу стоял все та же большая керамическая ваза с камышами.
Зато необычайный интерес в широких научных кругах вызвала выдвинутая в 1970-х годах английским ученым Джеймсом Лавлоком (р. 1919) биосферная концепция Гея (по имени эллинской богини Земли).	Зато необычайный интерес в широких научных кругах вызвал выдвинутая в 1970-х годах английским ученым Джеймсом Лавлоком (р. 1919) биосферная концепция Гея (по имени эллинской богини Земли).
Потом я попал в темноту, где натыкался на неведомую мебель, покамест, увидя красный огонек, я не вышел на платформу, лязгнувшую подо мной… а за ней вдруг открылась светлая, со вкусом убранная гостиная в стиле ампир, но ни души, ни души…	Потом я попал в темноту, где натыкался на неведомую мебель, покамест, увидя красный огонек, я не вышел на платформу, лязгнувшую подо мной… а за ней вдруг открылся светлая, со вкусом убранная гостиная в стиле ампир, но ни души, ни души…
Ответить на этот вопрос могла лишь комплексная экспертная оценка.	Ответить на этот вопрос мог лишь комплексная экспертная оценка.
Андрей Астафьев, кстати, один из немногих местных ученых, кого заинтересовала удивительная каменная гряда.	Андрей Астафьев, кстати, один из немногих местных ученых, кого заинтересовал удивительная каменная гряда.
Прежде чем начать воевать с ними, нужно хорошенько изучить историю болезни, в нашем случае - понять, какие причины вызвали замедление темпов экономического развития, почему понизилась производственная и общественная активность людей.	Прежде чем начать воевать с ними, нужно хорошенько изучить историю болезни, в нашем случае - понять, какие причины вызвали замедление темпов экономического развития, почему понизился производственная и общественная активность людей.
Можно предположить, что Михайле просто надоело быть соавтором факультетских учебников и методичек, в которых, если верить фамилиям на обложках, находила воплощение его филологическая мысль.	Можно предположить, что Михайле просто надоело быть соавтором факультетских учебников и методичек, в которых, если верить фамилиям на обложках, находил воплощение его филологическая мысль.
Нервно и взлохмаченно летела страшно озабоченная галка, за ней торопилась другая, а вдали ныряла, не выпуская галок из виду, заинтересованная сорока, что то они узнали?	Нервно и взлохмаченно летела страшно озабоченная галка, за ней торопилась другая, а вдали нырял, не выпуская галок из виду, заинтересованная сорока, что то они узнали?
Она хотела было спросить, понравилась ли ему цветная капуста, но он сказал сам: - Избаловали вы меня, Лариса Васильевна… так избаловали, что не знаю теперь, как мне и жить.	Она хотела было спросить, понравился ли ему цветная капуста, но он сказал сам: - Избаловали вы меня, Лариса Васильевна… так избаловали, что не знаю теперь, как мне и жить.
На фронте среди многих других событий на меня особенно сильное впечатление произвела немецкая газовая атака на озере Нарочь.	На фронте среди многих других событий на меня особенно сильное впечатление произвел немецкая газовая атака на озере Нарочь.
На этот миф очень активно поработала "прогрессивная" партийная верхушка времен Горбачева - все они, включая и самого Михаила Сергеевича, были андроповскими выдвиженцами, а потому о своем бывшем покровителе отзывались исключительно уважительно: умнейший и интеллигентнейший, дескать, был человек и даже стихи писал.	На этот миф очень активно поработал "прогрессивная" партийная верхушка времен Горбачева - все они, включая и самого Михаила Сергеевича, были андроповскими выдвиженцами, а потому о своем бывшем покровителе отзывались исключительно уважительно: умнейший и интеллигентнейший, дескать, был человек и даже стихи писал.
Строительство памятника осуществляла Передвижная механизированная колонна No 921 ``Чечингсельстроя&#39;&#39;.	Строительство памятника осуществлял Передвижная механизированная колонна No 921 ``Чечингсельстроя&#39;&#39;.
Когда вышла в прокат "Первоклассница", я начала клянчить у матери, чтобы она сходила со мной посмотреть эту вожделенную картину, которую так расхваливали по радио.	Когда вышел в прокат "Первоклассница", я начала клянчить у матери, чтобы она сходила со мной посмотреть эту вожделенную картину, которую так расхваливали по радио.
А еще очень выручала университетская медицинская страховка на всю семью, которую предоставлял университет, - ее стоимость превышала три профессорских оклада.	А еще очень выручал университетская медицинская страховка на всю семью, которую предоставлял университет, - ее стоимость превышала три профессорских оклада.
Попытка не удалась, а потом отцу народов ударила в голову уже другая моча, и он начал бороться против национализма и иностранной агентуры.	Попытка не удалась, а потом отцу народов ударил в голову уже другая моча, и он начал бороться против национализма и иностранной агентуры.
Наиболее воспроизводимым результатом действий обоих Михаилов Сергеевичей стала ураганная и абсолютно обоснованная критика в адрес Высшей аттестационной комиссии Минобрнауки (ВАК).	Наиболее воспроизводимым результатом действий обоих Михаилов Сергеевичей стал ураганная и абсолютно обоснованная критика в адрес Высшей аттестационной комиссии Минобрнауки (ВАК).
Вообще, больше всего поражала эта удивительная способность наших коллег, даже не близких друзей, прийти на помощь без всякой просьбы.	Вообще, больше всего поражал эта удивительная способность наших коллег, даже не близких друзей, прийти на помощь без всякой просьбы.
Среди яфетических книг с колючими шрифтами существовала также, как русская бабочка-капустница в библиотеке кактусов, белокурая девица.	Среди яфетических книг с колючими шрифтами существовал также, как русская бабочка-капустница в библиотеке кактусов, белокурая девица.
Что дала наша социалистическая партия?	Что дал наша социалистическая партия?
- Хорошо бы знала еще мировая ненаучная общественность.	- Хорошо бы знал еще мировая ненаучная общественность.
Далее последовала пиар-кампания нанотехнологий, направления безусловно важного.	Далее последовал пиар-кампания нанотехнологий, направления безусловно важного.
На тот же случай, если конкуренцию пытались развернуть за воротами города, действовала так называемая "заповедная миля" - запрет производства в пределах, на которые муниципальные власти могли простирать свои руки.	На тот же случай, если конкуренцию пытались развернуть за воротами города, действовал так называемая "заповедная миля" - запрет производства в пределах, на которые муниципальные власти могли простирать свои руки.
3-й механизированный корпус -- мощное танковое соединение армии -- на 22 июня 1941 года как единая организационная единица практически не существовал, и перед Алитусом немецкие войска (7-я танковая дивизия и 20-я танковая дивизия) встретила лишь не успевшая занять боевой порядок 5-я танковая дивизия.	3-й механизированный корпус -- мощное танковое соединение армии -- на 22 июня 1941 года как единая организационная единица практически не существовал, и перед Алитусом немецкие войска (7-я танковая дивизия и 20-я танковая дивизия) встретил лишь не успевшая занять боевой порядок 5-я танковая дивизия.
Через несколько лет на пустыре выросла прекрасная эвкалиптовая роща, и уже никак невозможно было различить, где гнездовые посадки, а где одиночные.	Через несколько лет на пустыре вырос прекрасная эвкалиптовая роща, и уже никак невозможно было различить, где гнездовые посадки, а где одиночные.
При этом пришлось бы доказывать, что имела место производственная травма по причине ненадлежащей организации работ в университете.	При этом пришлось бы доказывать, что имел место производственная травма по причине ненадлежащей организации работ в университете.
По поводу реализации политической воли двух президентов в правительстве даже разгорелась небольшая межведомственная война.	По поводу реализации политической воли двух президентов в правительстве даже разгорелся небольшая межведомственная война.
В стране завершилась очередная - весенняя призывная кампания.	В стране завершился очередная - весенняя призывная кампания.
Еще была неясного происхождения тушенка, на одной из баночек прочла - производитель Папуа - Новая Гвинея.	Еще был неясного происхождения тушенка, на одной из баночек прочла - производитель Папуа - Новая Гвинея.
Была создана комиссия Политбюро, в которую вошла почти вся тогдашняя большевицкая верхушка: Сталин, Зиновьев, Троцкий, Каменев, Радек.	Была создана комиссия Политбюро, в которую вошел почти вся тогдашняя большевицкая верхушка: Сталин, Зиновьев, Троцкий, Каменев, Радек.
В годы Великой Отечественной войны в Ульяновске в эвакуации находилась Московская Патриархия.	В годы Великой Отечественной войны в Ульяновске в эвакуации находился Московская Патриархия.
На похороны матери приехала из Калуги двоюродная сестра Ларисы Васильевны, Глаша, и, когда они остались вдвоем в опустевшей после матери комнате, Глаша, напрягая голос, спросила: - Как ты теперь будешь жить, Ларочка?	На похороны матери приехал из Калуги двоюродная сестра Ларисы Васильевны, Глаша, и, когда они остались вдвоем в опустевшей после матери комнате, Глаша, напрягая голос, спросила: - Как ты теперь будешь жить, Ларочка?
В тот год все студенты были в полном восторге от "Аталанты" - французского фильма режиссера Виго, в котором скрывалась какая-то неразгадываемая тайна.	В тот год все студенты были в полном восторге от "Аталанты" - французского фильма режиссера Виго, в котором скрывался какая-то неразгадываемая тайна.
В это время в университетской аспирантуре училась одна русская артистка - Таня Серова.	В это время в университетской аспирантуре учился одна русская артистка - Таня Серова.
За 5 минут до того, как Ерофеев вошел в следственный отдел на ул. Талалихина, из подворотни дома напротив выехала грузовая "Газель".	За 5 минут до того, как Ерофеев вошел в следственный отдел на ул. Талалихина, из подворотни дома напротив выехал грузовая "Газель".
Паутину имитировала липкая пластиковая сетка.	Паутину имитировал липкая пластиковая сетка.
Пьеса шла с таким успехом, что Макарова пригласила родная Одесская киностудия.	Пьеса шла с таким успехом, что Макарова пригласил родная Одесская киностудия.
Из случайного звонка выяснялось, что рядом, у соседей по Васильевскому острову, протекала иная, неспокойная жизнь, полная искусства, натурщиц и безумств.	Из случайного звонка выяснялось, что рядом, у соседей по Васильевскому острову, протекал иная, неспокойная жизнь, полная искусства, натурщиц и безумств.
Не лезла в горло таблетка от температуры, и маме пришлось ее растолочь.	Не лез в горло таблетка от температуры, и маме пришлось ее растолочь.
Ученые, правда, затрудняются привести примеры, когда на практике применялась ошибочная математическая теорема.	Ученые, правда, затрудняются привести примеры, когда на практике применялся ошибочная математическая теорема.
Очень хотелось бы, чтобы в электронных СМИ появилась, наконец, нормальная, здоровая социальная реклама - в частности, о необходимости профилактики гриппа.	Очень хотелось бы, чтобы в электронных СМИ появился, наконец, нормальная, здоровая социальная реклама - в частности, о необходимости профилактики гриппа.
Лишь недавно пошла в рост и готовность взять на себя кое-какие столичные обязанности.	Лишь недавно пошел в рост и готовность взять на себя кое-какие столичные обязанности.
Скорее всего, им руководила та же надличностная логика универсальных смыслов и порождаемых ими форм.	Скорее всего, им руководил та же надличностная логика универсальных смыслов и порождаемых ими форм.
Из института Иоффе вышла практически вся отечественная физика.	Из института Иоффе вышел практически вся отечественная физика.
И уж под самой крышей, на пятом этаже, находилась одна общая уборная для статистов - длинный зал с низким потолком, узкими окошками - бойницами, насквозь пропахший смесью потной обуви, вазелина и пудры.	И уж под самой крышей, на пятом этаже, находился одна общая уборная для статистов - длинный зал с низким потолком, узкими окошками - бойницами, насквозь пропахший смесью потной обуви, вазелина и пудры.
Когда очнулся, рядом с ним, метрах в десяти, сидела на земле огромная старуха, прислонившись к бетонной стене (за стеной было частное владение), и мочилась под себя.	Когда очнулся, рядом с ним, метрах в десяти, сидел на земле огромная старуха, прислонившись к бетонной стене (за стеной было частное владение), и мочилась под себя.
Особенно запомнилась моя первая поездка летом 1955 года на уборку первого урожая, выращенного на целинных землях.	Особенно запомнился моя первая поездка летом 1955 года на уборку первого урожая, выращенного на целинных землях.
Землю разъедала соль, а чешуйки рыбы подмигивали пластиночками кварца.	Землю разъедал соль, а чешуйки рыбы подмигивали пластиночками кварца.
Она улетела, а тоска осталась необъясненной, ибо не могла же ее объяснить мелькнувшая как молния и тут же погасшая какая-то короткая другая мысль: "Бессмертие… пришло бессмертие…"	Она улетела, а тоска осталась необъясненной, ибо не мог же ее объяснить мелькнувшая как молния и тут же погасшая какая-то короткая другая мысль: "Бессмертие… пришло бессмертие…"
Еще одну проблему подняла Московская международная валютная ассоциация: пока помощь Центробанка доступна только первому эшелону банков, это первая двадцатка самых крупных.	Еще одну проблему поднял Московская международная валютная ассоциация: пока помощь Центробанка доступна только первому эшелону банков, это первая двадцатка самых крупных.
И все же именно с этим победителем вошла в мою жизнь мучительная тема второго человека.	И все же именно с этим победителем вошел в мою жизнь мучительная тема второго человека.
Ну вот, не дай Бог, попалась стропотливая (вредная) жена, то говорили: как же он с ней будет, железо уваришь, а злой жены не уговоришь.	Ну вот, не дай Бог, попался стропотливая (вредная) жена, то говорили: как же он с ней будет, железо уваришь, а злой жены не уговоришь.
Случай с французским министром Жеромом Каюзаком, который после разоблачения лжи насчет отсутствия зарубежного банковского счета стал политическим трупом (от него отвернулась даже родная соцпартия), навел меня на сравнение с нашей страной.	Случай с французским министром Жеромом Каюзаком, который после разоблачения лжи насчет отсутствия зарубежного банковского счета стал политическим трупом (от него отвернулся даже родная соцпартия), навел меня на сравнение с нашей страной.
Доживших до горбачевской перестройки будет сживать со света самая отпетая сволочь из моего поколения - так называемых семидесятников.	Доживших до горбачевской перестройки будут сживать со света самая отпетая сволочь из моего поколения - так называемых семидесятников.
О том, какие задачи ставит кабинет министров перед первым автономным вузом и в каком направлении будет развиваться вся российская высшая школа, в интервью "Времени новостей" рассказал ректор ГУ-ВШЭ Ярослав Кузьминов.	О том, какие задачи ставит кабинет министров перед первым автономным вузом и в каком направлении будут развиваться вся российская высшая школа, в интервью "Времени новостей" рассказал ректор ГУ-ВШЭ Ярослав Кузьминов.
Мы представили, как шикарно будет выглядеть рядом с сараем подвесной диван… с балдахином.	Мы представили, как шикарно будут выглядеть рядом с сараем подвесной диван… с балдахином.
Но в конечном счёте этого быка убили, у женщины родился сын, которого она назвала именем отца и о котором как оказалось было пророчество.	Но в конечном счёте этого быка убили, у женщины родился сын, которого она назвала именем отца и о котором как оказалось были пророчество.
И вскоре может появиться тот же продукт, где с чайником будет бегать уже сам г-н Путин.	И вскоре может появиться тот же продукт, где с чайником будут бегать уже сам г-н Путин.
Вероятно, будет долгое время сохраняться традиционная занятость в сфере услуг, включая такие специфические ее сектора, как образование и здравоохранение.	Вероятно, будут долгое время сохраняться традиционная занятость в сфере услуг, включая такие специфические ее сектора, как образование и здравоохранение.
При смене поколения радикально был переработан дизайн автомобиля.	При смене поколения радикально были переработан дизайн автомобиля.
Ориентировочно, встреча пройдет 22 июня, когда в Акабе будет проходить всемирный экономический форум.	Ориентировочно, встреча пройдет 22 июня, когда в Акабе будут проходить всемирный экономический форум.
Вероятность, что при приеме на работу (да и потом) вас будет обхаживать именно такой "специалист", достаточно высока.	Вероятность, что при приеме на работу (да и потом) вас будут обхаживать именно такой "специалист", достаточно высока.
Внутри производственного модуля будет протекать процесс гидрирования атмосферного углекислого газа при повышенной температуре (реакция Сабатье).	Внутри производственного модуля будут протекать процесс гидрирования атмосферного углекислого газа при повышенной температуре (реакция Сабатье).
