sent_id	sent_correct	sent_wrong	swap_head	feature_vals
n01093007	Один из официальных представителей ЕС заявил, что без предложенных ограничений на ловлю «треска в Кельтском море может исчезнуть».	Один из официальных представителей ЕС заявил, что без предложенных ограничений на ловлю «треска в Кельтском море могут исчезнуть».	могут	SG -> PL
n02042026	Поколение пользователей смартфонов заслужило то приложение, которое оно получило, где даже самой глупой ситуации достается внимание миллионов.	Поколение пользователей смартфонов заслужило то приложение, которое оно получило, где даже самой глупой ситуации достаются внимание миллионов.	достаются	SG -> PL
w04007021	Хотя французская победа в битве при Маренго и не разрешила конфликт, она вынудила австрийцев во второй раз отдать Италию.	Хотя французская победа в битве при Маренго и не разрешила конфликт, она вынудили австрийцев во второй раз отдать Италию.	вынудили	SG -> PL
n01131013	У республиканцев был большой перевес после заочного голосования и около 16500 голосов в начале этой недели.	У республиканцев были большой перевес после заочного голосования и около 16500 голосов в начале этой недели.	были	SG -> PL
n01033005	Исследователи говорят, что анализ ДНК опухоли может помочь объяснить основные причины других видов рака.	Исследователи говорят, что анализ ДНК опухоли могут помочь объяснить основные причины других видов рака.	могут	SG -> PL
n03008011	«Примерное время прибытия выходит из обращения», — сообщил французский контингент.	«Примерное время прибытия выходит из обращения», — сообщили французский контингент.	сообщили	SG -> PL
w01119059	Чтобы избежать той же дилеммы с Жасмин, мультипликаторы в конце концов решили, что принцессу будут рисовать целиком на одной студии.	Чтобы избежать той же дилеммы с Жасмин, мультипликаторы в конце концов решил, что принцессу будут рисовать целиком на одной студии.	решил	PL -> SG
n01150007	Однако архитектура может стать связующим звеном между живыми и мертвыми и в некоторой степени стереть границы.	Однако архитектура могут стать связующим звеном между живыми и мертвыми и в некоторой степени стереть границы.	могут	SG -> PL
w01027015	Они отличаются от западной части страны тем, что его приметные топографические особенности не повторяют ландшафт побережья.	Они отличаются от западной части страны тем, что его приметные топографические особенности не повторяет ландшафт побережья.	повторяет	PL -> SG
n01026016	Дорожная полиция Шэньчжэня ранее уже прибегала к нетрадиционным наказаниям.	Дорожная полиция Шэньчжэня ранее уже прибегали к нетрадиционным наказаниям.	прибегали	SG -> PL
w04007037	Блокада флотилии Вильнёва привела к отказу от плана вторжения на Британские острова еще и по причине новых событий на континенте.	Блокада флотилии Вильнёва привели к отказу от плана вторжения на Британские острова еще и по причине новых событий на континенте.	привели	SG -> PL
w01075038	Исследование интерпретировало эти три фактора как доход, упущенный в результате восстания, и поэтому снижение дохода приводит к восстанию.	Исследование интерпретировало эти три фактора как доход, упущенный в результате восстания, и поэтому снижение дохода приводят к восстанию.	приводят	SG -> PL
n01014003	Майкл Фэллон заявил, что назначение даты закладки первого корабля будет способствовать притоку новых инвестиций и сохранит сотни квалифицированных рабочих мест до 2035 года.	Майкл Фэллон заявил, что назначение даты закладки первого корабля будут способствовать притоку новых инвестиций и сохранит сотни квалифицированных рабочих мест до 2035 года.	будут	SG -> PL
w01002013	За пределами крайнего северо-запада тайга является доминирующей областью, покрывающей значительную часть всей Сибири.	За пределами крайнего северо-запада тайга являются доминирующей областью, покрывающей значительную часть всей Сибири.	являются	SG -> PL
w02013015	Промышленная революция прошла в Великобритании раньше, чем во всех других странах мира.	Промышленная революция прошли в Великобритании раньше, чем во всех других странах мира.	прошли	SG -> PL
n03009006	Еще он отметил, что «существование такого документа может привести к последствиям, которые настолько же возможны, насколько неприемлемы».	Еще он отметил, что «существование такого документа могут привести к последствиям, которые настолько же возможны, насколько неприемлемы».	могут	SG -> PL
n01141020	Этот шаг подчеркнул желание компании мотивировать пользователей начать думать о своей продукции не просто как об офисных приложениях, а как о чем-то большем.	Этот шаг подчеркнули желание компании мотивировать пользователей начать думать о своей продукции не просто как об офисных приложениях, а как о чем-то большем.	подчеркнули	SG -> PL
w01148068	На этот раз сведения до него дошли, но он отказывался верить, что она не хочет больше быть за ним замужем.	На этот раз сведения до него дошли, но он отказывался верить, что она не хотят больше быть за ним замужем.	хотят	SG -> PL
n02027021	Закон устанавливает ряд условий, выполнение которых может привести к возобновлению работы соглашения: США пришлось бы вывести все свои войска из стран, вступивших в НАТО после 2000 года, аннулировать все санкции против России, а также возместить расходы, которые возникли в их результате.	Закон устанавливает ряд условий, выполнение которых может привести к возобновлению работы соглашения: США пришлось бы вывести все свои войска из стран, вступивших в НАТО после 2000 года, аннулировать все санкции против России, а также возместить расходы, которые возникла в их результате.	возникла	PL -> SG
n01096032	Фирмы могут попытаться установить межсетевую защиту между уязвимыми системами и иностранными государствами, но это не всегда работает.	Фирмы могут попытаться установить межсетевую защиту между уязвимыми системами и иностранными государствами, но это не всегда работают.	работают	SG -> PL
n02068015	Обмен Баррозу вызвал большой переполох.	Обмен Баррозу вызвали большой переполох.	вызвали	SG -> PL
n01111018	Однако это не остановило инвесторов, и они продолжают вкладывать свои деньги в фонды.	Однако это не остановило инвесторов, и они продолжает вкладывать свои деньги в фонды.	продолжает	PL -> SG
w01035083	Люди тоже теряют прямое использование естественной среды обитания при ее разрушении.	Люди тоже теряет прямое использование естественной среды обитания при ее разрушении.	теряет	PL -> SG
w01137087	В мае чешские пограничники застрелили двух судетских немецких фермеров, которые пытались пересечь границу Чехословакии без прохождения пограничного контроля.	В мае чешские пограничники застрелили двух судетских немецких фермеров, которые пытался пересечь границу Чехословакии без прохождения пограничного контроля.	пытался	PL -> SG
w01083007	Это идеализированное видение монархии Романовых мешало ему разглядеть действительное состояние его страны.	Это идеализированное видение монархии Романовых мешали ему разглядеть действительное состояние его страны.	мешали	SG -> PL
n01063051	Их возрождение подчеркивает привлекательность хорошей возможности проявить себя, будь то артистически или иным образом: трудности, развитие и тесные отношения.	Их возрождение подчеркивают привлекательность хорошей возможности проявить себя, будь то артистически или иным образом: трудности, развитие и тесные отношения.	подчеркивают	SG -> PL
n01033031	Но сканирование показало, что опухоль в правом легком г-жи Пью растет, и она была вынуждена покинуть исследование.	Но сканирование показало, что опухоль в правом легком г-жи Пью растут, и она была вынуждена покинуть исследование.	растут	SG -> PL
w01132081	Паруса не встречаются в доисторической мезоамериканской иконографике или текстах, более того, существует теория, что основным средством передвижения для древних майя служили каноэ.	Паруса не встречаются в доисторической мезоамериканской иконографике или текстах, более того, существует теория, что основным средством передвижения для древних майя служило каноэ.	служило	PL -> SG
w01129019	Машина загорелась, и Кенсет отошел от нее.	Машина загорелось, и Кенсет отошел от нее.	загорелось	FEM -> NEUT
n02066011	Австралийские эксперты сделали новые выводы после исследования посадочного закрылка Боинга, который вынесло на берег в Танзании в Восточной Африке.	Австралийские эксперты сделали новые выводы после исследования посадочного закрылка Боинга, который вынесли на берег в Танзании в Восточной Африке.	вынесли	SG -> PL
n01066093	«Полное игнорирование состояния его здоровья», — сказала его жена Алисa.	«Полное игнорирование состояния его здоровья», — сказали его жена Алисa.	сказали	SG -> PL
n01079065	Художники проникают прямо в сердца людей; это единственный случай, когда мы встречаемся в одном месте и забываем о наших разногласиях.	Художники проникают прямо в сердца людей; это единственный случай, когда мы встречаюсь в одном месте и забываем о наших разногласиях.	встречаюсь	PL -> SG
w01076054	Арабское восстание, которое началось в 1916 году, изменило позицию Османской империи на ближневосточном фронте, где она, казалось, брала верх в течение первых двух лет войны.	Арабское восстание, которое началось в 1916 году, изменило позицию Османской империи на ближневосточном фронте, где она, казалось, брали верх в течение первых двух лет войны.	брали	SG -> PL
w04007049	Наполеон был уверен, что очевидная победа под Аустерлицем может привести к заключению мирного договора, но вскоре стало понятно, что его надежды не оправдались: новый британский премьер-министр лорд Гренвиль отказался от каких-либо переговоров, так же как и император Александр.	Наполеон был уверен, что очевидная победа под Аустерлицем может привести к заключению мирного договора, но вскоре стало понятно, что его надежды не оправдались: новый британский премьер-министр лорд Гренвиль отказались от каких-либо переговоров, так же как и император Александр.	отказались	SG -> PL
n05001005	Президент Сообщества Мадрида, Кристина Сифуэнтес, представляет наиболее консервативно настроенных людей, тогда как лидеры партии, такие как региональный заместитель министра Хавьер Марото, представляют наиболее прогрессивных людей.	Президент Сообщества Мадрида, Кристина Сифуэнтес, представляет наиболее консервативно настроенных людей, тогда как лидеры партии, такие как региональный заместитель министра Хавьер Марото, представляет наиболее прогрессивных людей.	представляет	PL -> SG
n01037020	Но растущий средний класс Китая необычайно активен в своих жалобах по поводу токсичного воздуха в таких городах, как Пекин, в котором день за днем привычным является раздражающий легкие и удушающий смог.	Но растущий средний класс Китая необычайно активен в своих жалобах по поводу токсичного воздуха в таких городах, как Пекин, в котором день за днем привычным являются раздражающий легкие и удушающий смог.	являются	SG -> PL
w01040102	Мелкие частицы, лежащие на открытой земле, начинают вибрировать сразу после появления устойчивого ветра.	Мелкие частицы, лежащие на открытой земле, начинает вибрировать сразу после появления устойчивого ветра.	начинает	PL -> SG
n01048008	Эти оценки совпадают с процентами новых квартирных домов, поступающих на рынок аренды после завершения, что указывает на важную роль, которую (отечественные) инвесторы играют на рынке жилья Большого Торонто.	Эти оценки совпадают с процентами новых квартирных домов, поступающих на рынок аренды после завершения, что указывает на важную роль, которую (отечественные) инвесторы играет на рынке жилья Большого Торонто.	играет	PL -> SG
