Sentence	Characters	Bytes
في الوقت نفسه, فإن عملاء مصرف أسكتلندا يكسبون 3% على الأرصدة التي تبلغ ما بين 3000 و5000 جنيه إسترليني, عندما يضيفون خيال "الامتياز" المجاني إلى حساباتهم.	129	243
بهذا يمكنك من الناحية النظرية الوصول إلى أموالك وقتما تشاء.	50	99
تنطبق نسبة ال3% أيضاً على حاملي بطاقات "نكتار" الذين يتطلعون لاقتراض مبالغ ما بين 15001 جنيه إسترليني و19999 جنيه إسترليني خلال فترة تتراوح ما بين سنتين وثلاث سنوات.	138	261
الكبريت مادة مغذية مهمة للنباتات من أجل نموٍ صحي, لكن التربة في المملكة المتحدة تفتقر بشكلٍ طبيعيٍ إلى هذا المعدن المهم.	100	198
بالانتقال إلى عام 2016 ويلقى هذا المزيد من الاهتمام.	44	83
قد يثير الأمر الاستغراب, حتى غيوم الأمطار الحمضية لها فوائد.	51	100
قد يكون العالم سخيفاً ومثيراً للغضب, لكن يوجد شخصٌ على الأقل يحترم نفسه ويواصل الاحتجاج ضد تلك الحقيقة.	86	170
ينتهي بك المطاف إلى الاستماع بصورة أكثر حدة إلى الضوضاء التالية وتصبح أكثر غضباً عندما تبدأ.	77	153
هذا مريعٌ بكل تأكيد.	17	33
من الإنصاف القول أن روكو كاتالانو يعمل ويعيش ويتنفس أنماط الماضي.	55	109
أعتقد أنهما غمرا نفسيهما بالرسومات والألوان لهذا السبب.	48	95
عاد كاتالانو إلى المنطقة بعد أن عاش في لندن وغلاسكو, حيث درس تصميم المجوهرات في كلية غلاسكو للفنون.	82	162
يقول: "أحب الألوان الاستوائية".	28	52
يقول: "أزور صالات العرض في جامعة نورثامبتون لاستكشاف المواهب الجديدة".	61	118
لكن عندما اقترحت عليها أن تستعين بفرانكو كعارضٍ لها, ضحكت.	49	96
بطبيعة الحال, يظهر المكتب العديد من الملابس والقليل من الطعام.	53	104
تظهر وينتور ذاتها لفترة وجيزة, وقد صورت مرتدية نظارتها الشمسية قبل أن تجري مقابلة.	69	136
بحثت في منافسات الموتوكروس وكلما بحثت أكثر, ظل وجه تلك المرأة يظهر لي في الصور التي بحثت فيها وكأنها كانت صورٌ من السبعينيات.	103	204
أحب أن ألعب بذلك وأنا أبحث دوماً عن مصادر الوحي التي تفي بذلك الغرض لأنه من الرائع جداً أن أصنع مجموعةً عندما أجد مصدراً للوحي.	103	205
في أفضل الأحوال هي ساذجة وفي أسوئها سيسمح مجدداً بالخروج من المأزق.	56	111
صرح جيف نوت رئيس السياسات المتعلقة بالطبيعة لديهم: "سأصاب بالدهشة إذا ما نتج عن ذلك حظرٌ أو فرضت تراخيص".	87	170
أدى موقف الجمعية الملكية لحماية الطيور أيضاً إلى مواجهة مع العديد من أنصار حماية البيئة المهمين, من كاتب العريضة مارك آفري, إلى المقدم التلفزيوني كريس باكهام.	133	263
فلنقل أنه مخطئٌ فحسب.	18	35
وماذا عن وضع أستراليا؟	19	38
بهذا الصدد, ستكون هناك مسألة واحدة في جدول الأعمال يوم السبت, عندما تبدأ الدول المتقدمة بالتشكيك ببعضها البعض علناً بخصوص خططها وطموحاتها.	117	231
نقل عنه قوله: "إننا ندأب على التفكير بالسبل المتاحة للحد من الدعاوى القضائية لتقتصر فقط على أولئك الذين لديهم مكانة فعلية في أي مشروع".	112	220
قال مسؤولٌ أوروبي من دون تحديد أعداد: "أعداد سمك القد في البحر الكلتي تتدهور".	65	126
لكن سجل أيضاً انخفاضٌ كبير في سمك القد وسمك موسى وسمك موسى المفلطح وسمك المغريم وسمك البلوق في البحرين الكلتي والإيرلندي.	101	201
رحب أنصار حماية البيئة بتصريح اللجنة.	32	63
خمسون فقط كانت أسواقاً تجارية.	26	51
أضاف الدكتور لي: "كان لا يمكن الدخول إلى موقع آغورا سوى بدعوة, لكن يمكن الدخول بسهولة إلى الكثير من تلك الأسواق إذا كنت تعرف كيف تبحث".	110	215
لم تكن موجودة في أيامنا, ويعبر الذين ليس لديهم أطفالٌ من خلال رفضهم عن بغضهم الكبير للتربية المعاصرة.	84	166
لا أسميها وحشاً اعتباطاً.	22	43
اليوم الثالث, كنت عائدة على دراجة إي-ميكرو الصغيرة.	44	85
العالم ـوبالتالي المملكة المتحدةـ يواجه نقصاً في الذين يتمتعون بالمهارات اللازمة لإنشاء دفاعات فعالة.	88	175
قد تحاول الشركات إنشاء جدار حماية بين النظم الحساسة والقوى الخارجية, لكن هذا لا ينجح دائماً.	77	152
لكن يمكنهم على الأقل وضع شراك خادعة للردع والتشويش, وهذا مفهومٌ يعرف باسم "الدفاع النشط".	75	146
بعد أن اكتشفت نقاشاً غنياً على الإنترنت بشأن الموضوع, طالت لائحتي بشكلٍ كبيرٍ جداً وغطت كل ولايات الاتحاد تقريباً.	96	190
رصدت القليل منها.	15	29
محطتي التالية كانت بيلينغهام, المحاذية للحدود الكندية.	48	94
عدنا إلى القطار لنواصل رحلتنا جنوباً.	32	63
مررناعلى بلدة صغير ترتفع فيها مئذنتان.	33	65
في كل محطة, هناك حارسٌ يرتدي قبعة حمراء ويقف على منصة, وفاحصٌ للعجلات يجول على طول القطار حاملاً مطرقة يطرق بها بلطف على عجلات القطار.	110	217
بعد ذلك, جولة في السوق الصباحية (من 6:30 إلى 10:00 صباحاً): حلوى الأرز, وشرانق الدبابير (تعد الشرانق طعاماً شهياً), ورئة الثور, وقشور وأرواق شجر جوز الأريكا, والضفادع وأسماك السلور.	153	286
قد يكون هذا التدخل هو الأوسع من قبل بكين منذ تسلمها لهونغ كونع عام 1997 من المملكة المتحدة.	74	143
ويلزم القسم المشرعين أن يقسموا بالولاء لهونغ كونغ كجزءٍ من جمهورية الصين الشعبية.	69	137
حدث جدالٌ داخل حكومة هونغ كونغ التي يقودها مشرعون موالون لبكين بخصوص أنه لا ينبغي للزوجين أن يتبوأا المنصب.	89	177
قال: "ترى بكين أن تدخلها ضروري لمنع حدوث شلل تشريعي في المدينة".	53	102
وفي الوقت نفسه يبدو أن هونغ كونغ تستعد لموجة مظاهرات جديدة.	49	97
قال لبرنامج "آندرو مار" على بي بي سي: "آخر ما تريده الحكومة هو إقامة انتخابات عامة".	69	132
حلمه أن ينهي مسيرته المهنية هنا.	27	53
من السهل نسيان تعادلٍ في مباراةٍ كنت مسيطراً فيها, لكن أن يحدث ذلك ثلاث مرات متتالية فهذا يدل على وجود ضعف.	87	172
نشعر بالخيبة لأننا ضيعنا ست نقاط على أرضنا.	36	71
كان هذا هو الحال بكل تأكيد بالنسبة إلى آندي عندما لعب ضد بينوا بيير في مونت كارلو في نيسان الماضي.	79	157
لكن الآن بات كل شيء يفتقد إلى التوازن ويبدو أنه يبحث عن حلول طوال الوقت.	58	115
أتساءل أيضاً ما إذا كان كأس ديفيس قد لعب دوراً.	38	75
كشف المسح السنوي أن المخاوف بشأن تحمل أعباء مالية جديدة قد تصاعدت.	55	109
أضافت الآنسة هوبلي: "لا ينبغي للارتفاع الحاد في المخاطر السياسية أن يمر مرور الكرام".	72	140
خبر الغش الذي كانت تقوم به الشركة ـوالذي استمر على مدى سنواتـ كلف فولكسفاغن عشرات مليارات اليوروات من قيمتها وكلف المدير التنفيذي مارتن فينتركورن عمله.	127	253
كما عرض ذلك فولكسفاغن إلى طلبات بتعويضات هائلة وإجراءات قانونية ويعتقد أن ذلك قد يفوق 16 مليار يورو.	83	163
بدأ التحقيق في حزيران, مع التركيز على السيد فينتركورن ومدير العلامة التجارية هربرت ديس الذي بقي في شركة صناعة السيارات.	100	198
رقي إلى منصب رئيس مجلس الإدارة في تشرين الأول من عام 2015, الشهر التالي لاكتشاف الفضيحة.	73	140
كان من المتوقع أن تبدأ الشركات بالتعاقد في شهر تموز, مباشرةً بعد تصويت بريكزيت, لكن بدلاً من ذلك تمكنت من مواصلة النمو بشكلٍ مطرد.	107	211
توسعت أعمال البيع بالتجزئة والجملة مع حفاظ المتسوقين على تفاؤلهم, كما ازدهرت أيضاً شركات خدمات المستهلكين.	91	180
ستكون هناك حدودٌ لقدرته على الإنفاق, حيث أن الحكومة لا تزال تعاني من عجزٍ كبيرٍ في الميزانية.	77	152
ستتغير الكلفة شهرياً ومن المتوقع أن يرتفع السعر خلال الشتاء مع تزايد الاستخدام.	67	133
تبلغ كلفة التعرفة الثابتة لدى شركة "إي-أون" 760 جنيه إسترليني وسيدفع عملاء شركة "آفرو إنيرجي" نحو 760 جنيه إسترليني مقابل تعرفتها البسيطة والمختارة.	126	240
أم أنها تكلفة قياسية أو تعرفة مسبقة الدفع؟	35	70
يمكن للمستثمر ذي الحظ المتوسط وسندات بقيمة 10000 جنيه إسترليني أن يتوقع تحقيق مكاسب سنوية تبلغ 125 جنيه إسترليني.	95	181
إذا فعلوا ذلك, لن يكون من الممكن تمييز السندات الخاصة عن حسابات التوفير العادية.	67	132
تستخدم الأموال المستثمرة في السندات الخاصة وفي الحسابات الأخرى في مصرف "ناشيونال سيفينغز آند إنفستمنتس" تسهم في الإنفاق الحكومي.	110	217
هذا لم يمنع المستثمرين من الاندفاع لوضع أموالهم في الصناديق.	51	101
ويتبعه صندوق آفيفا إنفستورز متعدد الإستراتيجية ذو العائد والدخل المستهدف, الذي وضع فيه المستثمرون ملياري جنيه إسترليني و1,4 مليار جنيه إسترليني على التوالي.	134	263
هذا يعني أنها لم تستفد من الدفعة التي أحدثها انخفاض الجنيه الإسترليني للأصول الخارجية.	73	145
تساهم أديداس في تنظيف محيطات الأرض من خلال استخدام النفايات العائمة حول العالم في صنع الأحذية.	79	157
يمكن للمستهلك أن يعزز الطلب على التغيير.	34	67
وأورد تقريرٌ مهمٌ في كانون الثاني أن المحيطات ستحوي على كميات من البلاستيك أكثر من الأسماك بحلول عام 2050 ما لم يتخذ العالم إجراءات جذرية لمنع تسرب القمامة إلى البحار.	138	271
بعد إجراء جراحة عبقرية والكثير من التأهيل الصعب والقاسي, شفيت تماماً.	59	116
محذراً من أن هيئة الخدمات الصحية الوطنية ترزح تحت "ضغطٍ هائل", حث الناس على تحمل المزيد من المسؤولية من أجل صحتهم.	94	184
تعرض أربعة من كل 10 أشخاص بالغين للإصابة جراء الطقس السيئ, فيما يستخف تسعة من كل 10 أشخاص بمدى برودة الطقس في بريطانيا خلال الشتاء.	107	208
سيلعبون يوم السبت, 10 حزيران.	25	46
كان العام الماضي رائعاً, وأنا مستعدٌ للعودة ليكون عام 2017 أفضل.	54	102
بدأت في شركة شكسبير الملكية في منتصف الستينيات في دور إحدى رفقاء اللجوء في مسرحية مارات ساد.	76	151
الملابس معاصرة.	14	27
من أين تستمد كل هذه الطاقة؟ أو ذلك الصوت الذي يخرج قوياً بحيث يحدث موجة صادمة؟	63	126
تبرز عروق رقبتها بشكلٍ كبير, وترتعش يداها.	36	70
من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟	53	106
عمل في مجال الأخبار والشؤون اليومية في الإذاعة والتلفزيون لعقود.	55	109
من الناحية النظرية, إذا تم الأمر بالشكل الصحيح, سيكون غير قابل للكشف.	58	113
ضع الميكروفون.	13	25
وفقاً لتعداد المخرج نفسه, فهو قد أخرج ثمانية أفلام روائية حتى الآن.	56	110
تغيرت السينما بشكلٍ كبير بحيث تسببت هوليوود بنفور جمهور العائلات.	56	111
من وجهة نظر المخرج أن الفيلم ما هو إلا توازنٌ هشٌ بين الهتافات العائلية الصاخبة والدراما الاجتماعية القاسية.	91	181
فمن ناحية, هو يؤنس ويبهج القلب ببساطة وكأنه مصنوعٌ من أجل مشاهدته من بعد ظهر يوم الأحد.	71	140
وطبعاً هناك بوب, وهو مصدرٌ دائمٌ للترفيه.	35	68
فكانت النتيجة نجاحاً باهراً.	25	49
بالنسبة إلى الجمهور المعاصر, الذي لا يملك معظمه خبرةً بالجبهات الأمامية من الحروب, تنتمي أعمال دوس إلى عالمٍ لا يمكن تخيله.	103	203
لقصة دوس أيضاً جانبٌ بغيض مما جعلها أكثر جاذبية.	40	79
كان كل المسعفين مسلحين, إلا أنا.	27	52
عندما مات ميليكان, افترضنا أيضاً أنها آخر مرة سنرى فيها أودي المختل المضطرب.	64	126
هل المسلسل الثاني ناجحٌ حتى الآن؟	28	56
يقول تسيمر: "الأبطال الخارقون خارج ما يألفه البشر وهذا أيضاً كذلك, لذا عاملته كفيلمٍ درامي".	78	151
لكن أفعال كوتون الشريرة لم تظهر جراء نوعٍ من الرغبة القاهرة بالقتل.	56	111
ولدت كوتون في 31 تشرين الأول 1832 في إحدى القرى القريبة من سندرلاند.	56	105
قد لا يكون ذلك مهماً بما أنني أنزعج طويلاً من ذلك.	40	79
لم تعد خاصة بالسبعينيات, الصوف ـأو تغطية الأسطحـ عاد رائجاً من جديد.	57	112
كلف برج ساوث بانك, وهو أحد معالم لندن, مصممة الديكورات ريتشل وينهام لتصمم قسم العرض.	70	137
ترتبط النزعة اللمسية ارتباطاً وثيقاً بهوسنا المتنامي بصنع الأشياء.	58	115
بعد ذلك بسنتين, يحاكم جوتينغ, الذي بلغ الحادية والثلاثين من عمره الآن, أمام المحكمة العليا في هونغ كونغ, بتهمة قتل شخصين وبتهمة منع الدفن بشكل قانوني.	125	245
لا أدري لم اخترتها...	18	33
بعد سنتين وفي المحكمة العليا في هونغ كونغ, بدا جوتينغ في غاية الهدوء.	57	112
في النهاية, نادراً ما يقاس أداؤنا التنظيمي من خلال مدى الأمان لدينا أو عدد القواعد التي نتبعها.	79	156
نتيجة لذلك, فتح الكثيرون بريدهم الإلكتروني أو ضغطوا من دون تفكير على روابط ومرفقات من دون التفكير في عواقب ذلك.	92	182
أولاً, علينا أن نعلم الناس كيفية حماية أنفسهم بشكلٍ أفضل على الإنترنت.	59	116
أخيراً, علينا أن نسهل الأمر على الناس للإبلاغ عن المخالفات المشتبه فيها وعن رسائل البريد الإلكتروني الضارة.	91	180
أصبح الاقتراع, في عيون الإرهاب, الهدف السهل الجديد.	44	85
إنها مشكلة وجودية إلى أقصى حد تخص الأمنٍ القومي .	40	79
الثلاثاء هو يوم الخروج للاقتراع, لكنه لن يعني شيئاً إذا لم يكن اسم الناخب المسجل مدرجاً على القوائم.	83	164
عددٌ كبيرٌ من هؤلاء, في منطقة تشهد تنافساً شديداً, سيؤدي إلى فوضى في يوم الانتخاب.	68	133
كارولينا الشمالية هي حجر الأساس لهذه الانتخابات.	42	83
دونالد ترامب رجلٌ مغرور ومتغطرس ومتبجح لا يهمه سوى نفسه, كما أن مزاجه متقلب ولا يناسب الولايات المتحدة.	86	170
أكثر من 5,7 مليون من أهل فلوريدا ذهبوا إلى مراكز الاقتراع بالفعل بعد نحو أسبوعين من التصويت الشخصي المبكر.	88	172
جاء تقدم الحزب الجمهوري نتيجة الإقبال الكبير من المقترعين في الخارج, وقدرت أعدادهم بنحو 16500 في وقتٍ سابق من هذا الأسبوع.	102	197
أتحدث عن الانتحابات بالبطع, لا مسلسل "صراع العروش".	44	84
على مارتن أن ينتهي من الكتابين المتبقيين من سلسلته الشهيرة, واللذين يحملان عنوانين مبدئيين هما: "رياح الشتاء" و"حلم الربيع".	106	205
على الطلاب الهولنديين أن يقرروا ما إذا كانوا سيسوقون دراجتهم الكهربائية تجارياً.	69	137
قالت المتحدثة باسم هارلي-ديفيدسون أن الجداول الزمنية التي عرضتها وسائل الإعلام لعام 2017 أو 2020 ليست دقيقة.	92	174
ارتفعت العقود الآجلة للأسهم الأمريكية بأكثر من 1% إلى جانب الأسواق الأوروبية.	66	129
يبيع المستثمرون السندات الحكومية, والسندات الأمريكية والأسترالية هي الأكثر تأثراً.	73	144
يعود الفضل إليه في دعم الجهود الرامية إلى معالجة جبال الديون المتراكمة من قبل الحكومات المحلية في الصين.	87	173
لكن لم يظهر الأمر إلا عندما نبهت وكالة حماية البيئة الأمريكية بشأن المشكلة.	63	125
كانت شهية الصين الكبيرة للدجاج المقلي هي السبب الأساس الذي جعل المستثمرين يحبون سلسلة مطاعم "يم براندز" التابعة ل"كيه إف سي".	105	205
بمساعدة الاتحاد الأمريكي للحريات المدنية تحديا سلطات الولاية, وانتقلت قضيتهما في النهاية إلى المحكمة العليا الأمريكية.	103	204
كما يوضح الفيلم فإن الزوجين لوفينغ ـريتشارد بالتحديدـ شاركا في معارضة السيرورة التاريخية.	77	153
يبدأ فيلم "لوفينغ" وريتشارد ومليدريد زوجان بالفعل, ويمر على علاقةٍ رومانسية من الرائع رؤيتها ولو باختصار.	90	176
المشاهير والمعجبون وحتى مراسلي "سي إن إن" يرتدون ملابس شخصيات مسلسل "أشياء أكثر غرابة" خلال العطلة.	84	163
لم أكن قد شاهدت الكثير من الحلقات حتى بدأ هاتفي بالوميض.	46	91
كأحد أهم رجال نيغان (جيفري دين مورغان), لديه حرية التصرف في أمورٍ معينة.	60	116
نورمان أحد أقرب رفاقي إلي, لذا من السيئ جداً رؤيته في تلك الحالة العاطفية.	61	120
بعد الحلقات الجديدة يبث برنامج "الموتى المتكلمون".	44	85
قال بارات: "في المدن التي انطلقنا فيها أو التي لا زال فيها عملنا قيد الإنشاء, سيستمر عملنا"	75	146
قيل أن جهود الإنترنت هي الدافع الأساس للإنفاق الرأسمالي على الوحدة.	57	113
في الوقت الراهن, يتردد المحللون في شطب الخدمة بالنسبة إلى الأموات.	56	110
في هولندا, اتخذت السلطات تدابير تكنولوجية بسيطة لتتبع الطائرات من دون طيار.	64	126
أعلنت ميكروسوفت يوم الأربعاء عن برنامج محادثة جديد في العمل على وشك مزاحمة البرنامج الأكثر شعبية "سلاك".	88	173
ثمة أيضاً خيارٌ بإرسال رموز تعبيرية وملفات صور GIF متحركة وصور الميمات التهكمية والملصقات عبر منصة البرنامج مع ربطه بمنشورات تويتر الخاصة بك.	119	234
أبرزت هذه الخطوة رغبة الشركة بأن يبدأ المستخدمون بالنظر إلى منتجاتها على أنها أكثر من مجرد أدوات إنتاج.	86	171
لكن أحدث الجهود في لعبة المحادثة في مكان العمل جزءٌ من نزعة جماعية أكبر من قبل شركات التكنولوجيا.	80	159
إسنر, الذي أظهر بعضاً من أفضل مهاراته في التنس عندما عادل المباراة بمجموعة لكلٍ منهما, هنأه أيضاً.	82	161
وقال الأمريكي: "علي أن أهنئ آندي لتبوئه المركز الأول على العالم, فهذا إنجازٌ رائع".	70	135
تحايل شخصان للمشاركة في بطولة كوريا الشمالية للغولف, بحسب أخبار التاسعة في قناة بريزبان.	75	148
أستراليان, لا يجيدان لعب الغولف باعترافهما, تحايلا للمشاركة في بطولة غولف كبيرة في كوريا الشمالية.	84	165
كان بوسع سنومان أن يقفز فوق الأسوار العالية التي تفصل بين الحدائق, وكان دوما يعود إلى حيثما كان يشعر أنه موطنه.	91	180
كان يصول ويجول داخل إسطبلي فمازحت الرجل قائلاً من الواضح أنه لم يكن يرغب بأن يباع.	67	133
أضاف: "لم يكترث سنومان لجوني كارسون وهو يحضر سلم الصعود وتراجع ليواجهه".	61	118
كنت مجرد صبيٍ ذي حذاءٍ متسخ.	23	45
ليس هناك موكب عرض, ولم يكن هناك قط.	28	54
تأمل المكسيك في نهاية المطاف أن ينافس هذا الحدث كرنفال البرازيل.	54	107
تشرح أليخاندرا غونزاليز آنايا, وهي إحدى المخرجين الفنيين للموكب, ل"سي إن إن" عن سبب قرار المكسيك بأن الوقت قد حان لإطلاق مثل هكذا عرض.	111	217
قالت غونزاليز آنايا: "ثمة 1200 متطوع يعملون في مكوب العرض وحده".	54	100
من الرائع أن نتمكن من إنقاذ ذلك وإلباسه شكلاً جديداً وجعله تقليداً جديداً للمكسيكيين.	72	143
مع الانتهاء خط القطار المغناطيسي المعلق هذا, أعتقد أن الحكومة تتوقع نمواً اقتصادياً أكبر في اليابان.	85	168
تتيح تذكرة ساق "الفورمولا 1" دخول حاملها إلى الحفل في ذات اليوم.	53	102
الموقع الإلكتروني الخاص بحلبة ياس مارينا يحوي المواعيد المحددة.	55	109
لكل من يريد رؤية العاصمة في كامل أبهتها, تشرين الثاني هو الوقت الأنسب للذهاب.	64	126
كما أنها غذت ظهور الأبنية الحديثة الشاهقة, مثل ماها ناخون الخيالي, أطول مبنى في بانكوك.	73	143
لم تلق كل وسائل المواصلات في المنطقة نجاحاً.	37	73
بعمق 100 مترٍ (328 قدم) تحت الأرض, يعد مترو بيونغ يانغ أحد أكثر أنظمة المواصلات عمقاً في العالم.	79	148
تحدثت إلى برنامج "سي إن إن ستايل" بشأن التجربة.	39	75
رأيت في بيونغ يانغ أناساً يحملون هواتف ذكية, لكنهم كانوا أقل بكثير.	56	110
لكن يمكن للعمارة أن تبني جسراً بين الأحياء والأموات, وتطمس الحدود إلى حدٍ ما.	64	126
عندما يموت الناس جراء الشيخوخة في الهند, يفترض ذلك أن يكون مدعاةً للاحتفال.	63	124
يتمتع المبنى الحائز على جوائز والذي صممه خوان كارلوس سالاس بمظهرٍ أشبه بالتمثال وكل تفصيلٍ فيه يحمل معنى.	88	175
يقول: "لن تفيد العمارة الأموات, لكنها ستساهم في إبقاء ذكراهم حية بين الأحياء".	66	127
سمح الميثاق بإنشاء نقابةٍ للتجار يديرها مواطنو البلدة لفرض ضريبة على من يمر من منطقتهم.	73	145
إنها غنية بالمعادن, إذ تحوي احتياطات كبيرة من الذهب والألماس وفلزات المنغنيز والرصاص والزنك والنيكل والكوبالت والموليبدنوم.	107	212
في أقصى الشمال الغربي, تسود غابات التايغا الصنوبرية التي تغطي نسبة كبيرة من سيبيريا.	71	140
ستستضيف مدينة كراسنويارسك الألعاب الأولمبية الجامعية الشتوية لعام 2019.	63	121
ومثالها جزر لاين في المحيط الهادي وجزر المالديف في المحيط الهندي.	55	109
جزر غرانيتية تتضمن جزر سيشل وجزيرة تايومن وجزر بركانية مثل جزيرة سانت هيلينا.	65	129
من الأمثلة على الجزر الصحراوية تلك الجزر الصغيرة الموجودة قبالة سواحل باخا كاليفورنيا, المكسيك.	82	162
حافظت دولة مدينة أثينا الإغريقية في القرن الخامس قبل الميلاد, والتي كانت تعتمد على واردات الحبوب من سكيثيا, على تحالفات استراتيجية مع المدن التي كانت تسيطر على المضائق مثل المستعمرة الميغارية بيزنطة.	168	333
كان داريوس يرى أن الفضل الأكبر يعود للقائد ميغابازوس في تحقيق الانتصار في البلقان.	69	137
غزت القوات الأخمينية تراقيا والمدن الإغريقية الساحلية والبايونيين.	59	117
في نهاية المطاف, وبين عامي 512 و511 ق.م, أقر الملك المقدوني أمينتاس الأول بالهيمنة الأخمينية وسلم بلاده لتكون دولة تابعة للإمبراطورية الأخمينية الفارسية.	131	252
ضم الجيش الأخميني متعدد الأعراق الكثير من الجنود البلقانيين.	52	103
علاوةً على ذلك, حدثت حالات زواجٍ كثيرة بين النخب المقدونية والفارسية.	59	116
عام 1912 تأسست أول شركة إنتاج سينمائي (أثينا فيلم) تبعتها (آستي فيلم) عام 1916.	66	119
كان أكثر الأفلام نجاحاً عام 2007 هو إل غريكو, من إخراج يانيس ساماراغديس.	60	114
في تموز من عام 1918, وقعت المعاهدة بين فرنسا وموناكو, والتي قضت بحماية فرنسية محدودة على موناكو.	80	153
يتكون الجهاز التنفيذي من وزيرٍ للدولة كرئيسٍ للحكومة, والذي يرأس مجلساً حكومياً مكوناً من خمسة أعضاء.	86	170
تضم الشرطة وحدةً خاصة تسير دوريات وتراقب المراكب.	42	83
تشمل المشاريع الراهنة لاستصلاح الأراضي توسيع منطقة فونتفيل.	52	103
مع ذلك, ثمة اختلافات كبيرة في القوانين والإجراءات بين إيرلندا الشمالية وإنجلترا وويلز.	74	146
تصنيف بيرغيرون هو الأكثر قبولاً من بين جميع تصنيفات الكتل الهوائية.	57	113
بالرغم من أن تصنيف الكتل الهوائية استخدم بدايةً في التوقعات الجوية خلال الخمسينيات, بدأ خبراء المناخ بوضع بيانات مناخية إجمالية استناداً إلى هذه الفكرة عام 1973.	136	266
الرياح الموسمية رياحٌ تسود في فترةٍ معينة وتستمر لعدة أشهر, معلنةً دخول موسم الأمطار في الإقليم.	81	160
عبرت مجموعات متعددة من القبائل الجرمانية والقبائل السلافية الكبرى من مورافيا خلال عصر الهجرات قبل أن يتوطد فيها السلاف في القرن السادس الميلادي.	122	243
في نهاية القرن الثامن, أقيمت الإمارة المورافية على أراضي ما يعرف حالياً بمورافيا الجنوبية الشرقية وزاهوري في جنوب غرب سلوفاكيا وأجزاءٍ من النمسا السفلى.	129	256
في عام 833 م, أصبحت هذه دولة مورافيا العظمى بعد فتح إمارة نيترا (سلوفاكيا المعاصرة).	70	133
الملك الأول كان موجمير الأول (حكم ما بين 830-846).	42	74
غزا لودفيش الجرماني مورافيا واستبدل موجمير الأول بابن أخيه راستيز الذي أصبح القديس راستيسلاف.	80	159
بالإضافة إلى ذلك, يحدد النظام الأساسي انتخابات مجالس الأقاليم والمناطق الحضرية.	69	136
بالرغم من أن أيسلندا كانت تابعة سياسياً للدنمارك حتى تاريخٍ متقدم (1918), كان تأثير اللغة الدنماركية على اللغة الأيسلندية ضئيلاً جداً والاستعارات منها قليلة.	134	260
كما أن هناك لغات مشتقة من اللغة الفنلدنية, وقد تطورت بشكلٍ منفصل, وتعرف بالميانكيلي في السويد وبلغة كفين في النرويج.	97	191
يميز تعاقب الأحرف الساكنة كلاً من اللغة الفنلندية ولهجات السامي الشمالية, لكن هذا غير موجود في لهجات السامي الجنوبية, والتي يعتقد بأن لها تاريخاً لغوياً مختلفاً.	136	269
يعرف الجزء الشمالي من القوقاز باسم القوقاز الأمامي والجزء الجنوبي باسم عبر القوقاز.	71	141
الغلاف الجوي عبارة عن نظام فوضوي, يمكن لتغييرات صغيرة جداً في جزءٍ من هذا النظام أن تكبر ويكون لها تأثيراتٌ كبيرة على النظام ككل.	106	210
أثناء هطول الأمطار, تمتص قطرات الماء ثاني أكسيد الكربون من الجو المحيط وتفككه.	66	130
أحد الأمثلة الأخيرة على التحكم بالطقس كانت استعدادات الصين من أجل الألعاب الأولمبية الصيفية لعام 2008.	87	169
شكلتها قوى الصفائح التكتونية الأرضية التي كونت الصدع الشرق أفريقي, لتصبح شرق أفريقيا موطن جبل كليمنجارو وجبل كينيا, أطول قمتين في أفريقيا.	117	231
وقد نشر المذكورون أيضاً الإسلام في الحزام الساحلي, غير أن غالبية البانتو لم يحتكوا بالإسلام قط وظلوا أتباعاً للديانات الأفريقية التقليدية.	118	234
دمجت فرنسا الاقتصاد الكاميروني بالاقتصاد الفرنسي وحسنت البنية التحتية من خلال الاستثمارات الكبيرة والعمال المهرة, معدلةً نظام السخرة.	116	230
في 1 تشرين الأول من عام 1961, اتحدت الكاميرون الجنوبية البريطانية سابقاً مع الكاميرون الفرنسية وتشكلت جمهورية الكاميرون الاتحادية.	112	217
خلص تقرير وزارة العمل الخاص بأسوأ أشكال عمالة الأطفال إلى أن 56% من الأطفال الذين تتراوح أعمارهم بين الخامسة والرابعة عشرة كانوا أطفالاً عاملين وأن نحو 53% من الأطفال الذين تتراوح أعمارهم بين السابعة والرابعة عشرة جمعوا ما بين العمل والدراسة.	202	397
مناخ الساحل مشابهٌ لمناخ الصحراء الكبرى التي تحدها من الشمال, لكن بشكلٍ أقل حدة.	67	132
ما بين حزيران وآب من عام 2010 ضربت المجاعة منطقة الساحل.	46	87
توزعت الكثير من الحضارات القديمة حول سواحل البحر المتوسط, وكانت متأثرة بشكلٍ كبير بقربها من البحر.	83	164
لقد وفر طرق التجارة والاستعمار والحروب بالإضافة إلى الطعام (من صيد السمك وغيره من المأكولات البحرية) للعديد من المجتمعات عبر العصور.	112	221
بسبب اشتراكها في المناخ والجيولوجيا والمنافذ البحرية, تنحو الثقافات المتمركزة حول البحر المتوسط إلى أن تكون لديها ثقافةٌ وتاريخٌ متداخلين إلى حدٍ ما.	127	252
