Sentence	Tokens
قد يكون العالم سخيفاً ومثيراً للغضب, لكن يوجد شخصٌ على الأقل يحترم نفسه ويواصل الاحتجاج ضد تلك الحقيقة.	116
ينتهي بك المطاف إلى الاستماع بصورة أكثر حدة إلى الضوضاء التالية وتصبح أكثر غضباً عندما تبدأ.	99
هذا مريعٌ بكل تأكيد.	24
من الإنصاف القول أن روكو كاتالانو يعمل ويعيش ويتنفس أنماط الماضي.	63
أعتقد أنهما غمرا نفسيهما بالرسومات والألوان لهذا السبب.	55
عاد كاتالانو إلى المنطقة بعد أن عاش في لندن وغلاسكو, حيث درس تصميم المجوهرات في كلية غلاسكو للفنون.	103
يقول: "أحب الألوان الاستوائية".	29
يقول: "أزور صالات العرض في جامعة نورثامبتون لاستكشاف المواهب الجديدة".	70
لكن عندما اقترحت عليها أن تستعين بفرانكو كعارضٍ لها, ضحكت.	67
بطبيعة الحال, يظهر المكتب العديد من الملابس والقليل من الطعام.	53
تظهر وينتور ذاتها لفترة وجيزة, وقد صورت مرتدية نظارتها الشمسية قبل أن تجري مقابلة.	84
بحثت في منافسات الموتوكروس وكلما بحثت أكثر, ظل وجه تلك المرأة يظهر لي في الصور التي بحثت فيها وكأنها كانت صورٌ من السبعينيات.	129
أحب أن ألعب بذلك وأنا أبحث دوماً عن مصادر الوحي التي تفي بذلك الغرض لأنه من الرائع جداً أن أصنع مجموعةً عندما أجد مصدراً للوحي.	138
في أفضل الأحوال هي ساذجة وفي أسوئها سيسمح مجدداً بالخروج من المأزق.	74
صرح جيف نوت رئيس السياسات المتعلقة بالطبيعة لديهم: "سأصاب بالدهشة إذا ما نتج عن ذلك حظرٌ أو فرضت تراخيص".	112
أدى موقف الجمعية الملكية لحماية الطيور أيضاً إلى مواجهة مع العديد من أنصار حماية البيئة المهمين, من كاتب العريضة مارك آفري, إلى المقدم التلفزيوني كريس باكهام.	155
فلنقل أنه مخطئٌ فحسب.	27
وماذا عن وضع أستراليا؟	22
بهذا الصدد, ستكون هناك مسألة واحدة في جدول الأعمال يوم السبت, عندما تبدأ الدول المتقدمة بالتشكيك ببعضها البعض علناً بخصوص خططها وطموحاتها.	142
نقل عنه قوله: "إننا ندأب على التفكير بالسبل المتاحة للحد من الدعاوى القضائية لتقتصر فقط على أولئك الذين لديهم مكانة فعلية في أي مشروع".	139
قال مسؤولٌ أوروبي من دون تحديد أعداد: "أعداد سمك القد في البحر الكلتي تتدهور".	76
لكن سجل أيضاً انخفاضٌ كبير في سمك القد وسمك موسى وسمك موسى المفلطح وسمك المغريم وسمك البلوق في البحرين الكلتي والإيرلندي.	124
رحب أنصار حماية البيئة بتصريح اللجنة.	39
خمسون فقط كانت أسواقاً تجارية.	36
أضاف الدكتور لي: "كان لا يمكن الدخول إلى موقع آغورا سوى بدعوة, لكن يمكن الدخول بسهولة إلى الكثير من تلك الأسواق إذا كنت تعرف كيف تبحث".	146
لم تكن موجودة في أيامنا, ويعبر الذين ليس لديهم أطفالٌ من خلال رفضهم عن بغضهم الكبير للتربية المعاصرة.	101
لا أسميها وحشاً اعتباطاً.	28
اليوم الثالث, كنت عائدة على دراجة إي-ميكرو الصغيرة.	51
العالم ـوبالتالي المملكة المتحدةـ يواجه نقصاً في الذين يتمتعون بالمهارات اللازمة لإنشاء دفاعات فعالة.	97
قد تحاول الشركات إنشاء جدار حماية بين النظم الحساسة والقوى الخارجية, لكن هذا لا ينجح دائماً.	98
لكن يمكنهم على الأقل وضع شراك خادعة للردع والتشويش, وهذا مفهومٌ يعرف باسم "الدفاع النشط".	93
بعد أن اكتشفت نقاشاً غنياً على الإنترنت بشأن الموضوع, طالت لائحتي بشكلٍ كبيرٍ جداً وغطت كل ولايات الاتحاد تقريباً.	127
رصدت القليل منها.	16
محطتي التالية كانت بيلينغهام, المحاذية للحدود الكندية.	53
عدنا إلى القطار لنواصل رحلتنا جنوباً.	40
مررناعلى بلدة صغير ترتفع فيها مئذنتان.	42
في كل محطة, هناك حارسٌ يرتدي قبعة حمراء ويقف على منصة, وفاحصٌ للعجلات يجول على طول القطار حاملاً مطرقة يطرق بها بلطف على عجلات القطار.	153
بعد ذلك, جولة في السوق الصباحية (من 6:30 إلى 10:00 صباحاً): حلوى الأرز, وشرانق الدبابير (تعد الشرانق طعاماً شهياً), ورئة الثور, وقشور وأرواق شجر جوز الأريكا, والضفادع وأسماك السلور.	177
قد يكون هذا التدخل هو الأوسع من قبل بكين منذ تسلمها لهونغ كونع عام 1997 من المملكة المتحدة.	86
ويلزم القسم المشرعين أن يقسموا بالولاء لهونغ كونغ كجزءٍ من جمهورية الصين الشعبية.	83
حدث جدالٌ داخل حكومة هونغ كونغ التي يقودها مشرعون موالون لبكين بخصوص أنه لا ينبغي للزوجين أن يتبوأا المنصب.	116
قال: "ترى بكين أن تدخلها ضروري لمنع حدوث شلل تشريعي في المدينة".	65
وفي الوقت نفسه يبدو أن هونغ كونغ تستعد لموجة مظاهرات جديدة.	63
قال لبرنامج "آندرو مار" على بي بي سي: "آخر ما تريده الحكومة هو إقامة انتخابات عامة".	86
حلمه أن ينهي مسيرته المهنية هنا.	30
من السهل نسيان تعادلٍ في مباراةٍ كنت مسيطراً فيها, لكن أن يحدث ذلك ثلاث مرات متتالية فهذا يدل على وجود ضعف.	111
نشعر بالخيبة لأننا ضيعنا ست نقاط على أرضنا.	48
كان هذا هو الحال بكل تأكيد بالنسبة إلى آندي عندما لعب ضد بينوا بيير في مونت كارلو في نيسان الماضي.	98
لكن الآن بات كل شيء يفتقد إلى التوازن ويبدو أنه يبحث عن حلول طوال الوقت.	73
أتساءل أيضاً ما إذا كان كأس ديفيس قد لعب دوراً.	53
كشف المسح السنوي أن المخاوف بشأن تحمل أعباء مالية جديدة قد تصاعدت.	68
أضافت الآنسة هوبلي: "لا ينبغي للارتفاع الحاد في المخاطر السياسية أن يمر مرور الكرام".	81
خبر الغش الذي كانت تقوم به الشركة ـوالذي استمر على مدى سنواتـ كلف فولكسفاغن عشرات مليارات اليوروات من قيمتها وكلف المدير التنفيذي مارتن فينتركورن عمله.	153
كما عرض ذلك فولكسفاغن إلى طلبات بتعويضات هائلة وإجراءات قانونية ويعتقد أن ذلك قد يفوق 16 مليار يورو.	108
بدأ التحقيق في حزيران, مع التركيز على السيد فينتركورن ومدير العلامة التجارية هربرت ديس الذي بقي في شركة صناعة السيارات.	116
رقي إلى منصب رئيس مجلس الإدارة في تشرين الأول من عام 2015, الشهر التالي لاكتشاف الفضيحة.	85
كان من المتوقع أن تبدأ الشركات بالتعاقد في شهر تموز, مباشرةً بعد تصويت بريكزيت, لكن بدلاً من ذلك تمكنت من مواصلة النمو بشكلٍ مطرد.	136
توسعت أعمال البيع بالتجزئة والجملة مع حفاظ المتسوقين على تفاؤلهم, كما ازدهرت أيضاً شركات خدمات المستهلكين.	107
ستكون هناك حدودٌ لقدرته على الإنفاق, حيث أن الحكومة لا تزال تعاني من عجزٍ كبيرٍ في الميزانية.	102
ستتغير الكلفة شهرياً ومن المتوقع أن يرتفع السعر خلال الشتاء مع تزايد الاستخدام.	75
تبلغ كلفة التعرفة الثابتة لدى شركة "إي-أون" 760 جنيه إسترليني وسيدفع عملاء شركة "آفرو إنيرجي" نحو 760 جنيه إسترليني مقابل تعرفتها البسيطة والمختارة.	148
أم أنها تكلفة قياسية أو تعرفة مسبقة الدفع؟	46
يمكن للمستثمر ذي الحظ المتوسط وسندات بقيمة 10000 جنيه إسترليني أن يتوقع تحقيق مكاسب سنوية تبلغ 125 جنيه إسترليني.	111
إذا فعلوا ذلك, لن يكون من الممكن تمييز السندات الخاصة عن حسابات التوفير العادية.	77
تستخدم الأموال المستثمرة في السندات الخاصة وفي الحسابات الأخرى في مصرف "ناشيونال سيفينغز آند إنفستمنتس" تسهم في الإنفاق الحكومي.	127
هذا لم يمنع المستثمرين من الاندفاع لوضع أموالهم في الصناديق.	58
ويتبعه صندوق آفيفا إنفستورز متعدد الإستراتيجية ذو العائد والدخل المستهدف, الذي وضع فيه المستثمرون ملياري جنيه إسترليني و1,4 مليار جنيه إسترليني على التوالي.	149
هذا يعني أنها لم تستفد من الدفعة التي أحدثها انخفاض الجنيه الإسترليني للأصول الخارجية.	88
تساهم أديداس في تنظيف محيطات الأرض من خلال استخدام النفايات العائمة حول العالم في صنع الأحذية.	91
يمكن للمستهلك أن يعزز الطلب على التغيير.	43
وأورد تقريرٌ مهمٌ في كانون الثاني أن المحيطات ستحوي على كميات من البلاستيك أكثر من الأسماك بحلول عام 2050 ما لم يتخذ العالم إجراءات جذرية لمنع تسرب القمامة إلى البحار.	166
بعد إجراء جراحة عبقرية والكثير من التأهيل الصعب والقاسي, شفيت تماماً.	69
محذراً من أن هيئة الخدمات الصحية الوطنية ترزح تحت "ضغطٍ هائل", حث الناس على تحمل المزيد من المسؤولية من أجل صحتهم.	119
تعرض أربعة من كل 10 أشخاص بالغين للإصابة جراء الطقس السيئ, فيما يستخف تسعة من كل 10 أشخاص بمدى برودة الطقس في بريطانيا خلال الشتاء.	133
سيلعبون يوم السبت, 10 حزيران.	26
كان العام الماضي رائعاً, وأنا مستعدٌ للعودة ليكون عام 2017 أفضل.	61
بدأت في شركة شكسبير الملكية في منتصف الستينيات في دور إحدى رفقاء اللجوء في مسرحية مارات ساد.	96
الملابس معاصرة.	13
من أين تستمد كل هذه الطاقة؟ أو ذلك الصوت الذي يخرج قوياً بحيث يحدث موجة صادمة؟	87
تبرز عروق رقبتها بشكلٍ كبير, وترتعش يداها.	48
من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟	66
عمل في مجال الأخبار والشؤون اليومية في الإذاعة والتلفزيون لعقود.	62
من الناحية النظرية, إذا تم الأمر بالشكل الصحيح, سيكون غير قابل للكشف.	72
ضع الميكروفون.	15
وفقاً لتعداد المخرج نفسه, فهو قد أخرج ثمانية أفلام روائية حتى الآن.	74
تغيرت السينما بشكلٍ كبير بحيث تسببت هوليوود بنفور جمهور العائلات.	68
من وجهة نظر المخرج أن الفيلم ما هو إلا توازنٌ هشٌ بين الهتافات العائلية الصاخبة والدراما الاجتماعية القاسية.	101
فمن ناحية, هو يؤنس ويبهج القلب ببساطة وكأنه مصنوعٌ من أجل مشاهدته من بعد ظهر يوم الأحد.	89
وطبعاً هناك بوب, وهو مصدرٌ دائمٌ للترفيه.	46
فكانت النتيجة نجاحاً باهراً.	32
بالنسبة إلى الجمهور المعاصر, الذي لا يملك معظمه خبرةً بالجبهات الأمامية من الحروب, تنتمي أعمال دوس إلى عالمٍ لا يمكن تخيله.	120
لقصة دوس أيضاً جانبٌ بغيض مما جعلها أكثر جاذبية.	56
كان كل المسعفين مسلحين, إلا أنا.	32
عندما مات ميليكان, افترضنا أيضاً أنها آخر مرة سنرى فيها أودي المختل المضطرب.	79
هل المسلسل الثاني ناجحٌ حتى الآن؟	33
يقول تسيمر: "الأبطال الخارقون خارج ما يألفه البشر وهذا أيضاً كذلك, لذا عاملته كفيلمٍ درامي".	99
لكن أفعال كوتون الشريرة لم تظهر جراء نوعٍ من الرغبة القاهرة بالقتل.	66
ولدت كوتون في 31 تشرين الأول 1832 في إحدى القرى القريبة من سندرلاند.	63
قد لا يكون ذلك مهماً بما أنني أنزعج طويلاً من ذلك.	56
لم تعد خاصة بالسبعينيات, الصوف ـأو تغطية الأسطحـ عاد رائجاً من جديد.	73
كلف برج ساوث بانك, وهو أحد معالم لندن, مصممة الديكورات ريتشل وينهام لتصمم قسم العرض.	86
ترتبط النزعة اللمسية ارتباطاً وثيقاً بهوسنا المتنامي بصنع الأشياء.	66
بعد ذلك بسنتين, يحاكم جوتينغ, الذي بلغ الحادية والثلاثين من عمره الآن, أمام المحكمة العليا في هونغ كونغ, بتهمة قتل شخصين وبتهمة منع الدفن بشكل قانوني.	151
لا أدري لم اخترتها...	19
بعد سنتين وفي المحكمة العليا في هونغ كونغ, بدا جوتينغ في غاية الهدوء.	69
في النهاية, نادراً ما يقاس أداؤنا التنظيمي من خلال مدى الأمان لدينا أو عدد القواعد التي نتبعها.	88
نتيجة لذلك, فتح الكثيرون بريدهم الإلكتروني أو ضغطوا من دون تفكير على روابط ومرفقات من دون التفكير في عواقب ذلك.	122
أولاً, علينا أن نعلم الناس كيفية حماية أنفسهم بشكلٍ أفضل على الإنترنت.	77
أخيراً, علينا أن نسهل الأمر على الناس للإبلاغ عن المخالفات المشتبه فيها وعن رسائل البريد الإلكتروني الضارة.	103
أصبح الاقتراع, في عيون الإرهاب, الهدف السهل الجديد.	48
إنها مشكلة وجودية إلى أقصى حد تخص الأمنٍ القومي .	55
الثلاثاء هو يوم الخروج للاقتراع, لكنه لن يعني شيئاً إذا لم يكن اسم الناخب المسجل مدرجاً على القوائم.	104
عددٌ كبيرٌ من هؤلاء, في منطقة تشهد تنافساً شديداً, سيؤدي إلى فوضى في يوم الانتخاب.	92
كارولينا الشمالية هي حجر الأساس لهذه الانتخابات.	47
دونالد ترامب رجلٌ مغرور ومتغطرس ومتبجح لا يهمه سوى نفسه, كما أن مزاجه متقلب ولا يناسب الولايات المتحدة.	104
أكثر من 5,7 مليون من أهل فلوريدا ذهبوا إلى مراكز الاقتراع بالفعل بعد نحو أسبوعين من التصويت الشخصي المبكر.	105
جاء تقدم الحزب الجمهوري نتيجة الإقبال الكبير من المقترعين في الخارج, وقدرت أعدادهم بنحو 16500 في وقتٍ سابق من هذا الأسبوع.	118
أتحدث عن الانتحابات بالبطع, لا مسلسل "صراع العروش".	50
على مارتن أن ينتهي من الكتابين المتبقيين من سلسلته الشهيرة, واللذين يحملان عنوانين مبدئيين هما: "رياح الشتاء" و"حلم الربيع".	114
على الطلاب الهولنديين أن يقرروا ما إذا كانوا سيسوقون دراجتهم الكهربائية تجارياً.	81
قالت المتحدثة باسم هارلي-ديفيدسون أن الجداول الزمنية التي عرضتها وسائل الإعلام لعام 2017 أو 2020 ليست دقيقة.	98
ارتفعت العقود الآجلة للأسهم الأمريكية بأكثر من 1% إلى جانب الأسواق الأوروبية.	79
يبيع المستثمرون السندات الحكومية, والسندات الأمريكية والأسترالية هي الأكثر تأثراً.	79
يعود الفضل إليه في دعم الجهود الرامية إلى معالجة جبال الديون المتراكمة من قبل الحكومات المحلية في الصين.	94
لكن لم يظهر الأمر إلا عندما نبهت وكالة حماية البيئة الأمريكية بشأن المشكلة.	76
كانت شهية الصين الكبيرة للدجاج المقلي هي السبب الأساس الذي جعل المستثمرين يحبون سلسلة مطاعم "يم براندز" التابعة ل"كيه إف سي".	119
بمساعدة الاتحاد الأمريكي للحريات المدنية تحديا سلطات الولاية, وانتقلت قضيتهما في النهاية إلى المحكمة العليا الأمريكية.	114
كما يوضح الفيلم فإن الزوجين لوفينغ ـريتشارد بالتحديدـ شاركا في معارضة السيرورة التاريخية.	94
يبدأ فيلم "لوفينغ" وريتشارد ومليدريد زوجان بالفعل, ويمر على علاقةٍ رومانسية من الرائع رؤيتها ولو باختصار.	107
المشاهير والمعجبون وحتى مراسلي "سي إن إن" يرتدون ملابس شخصيات مسلسل "أشياء أكثر غرابة" خلال العطلة.	98
لم أكن قد شاهدت الكثير من الحلقات حتى بدأ هاتفي بالوميض.	59
كأحد أهم رجال نيغان (جيفري دين مورغان), لديه حرية التصرف في أمورٍ معينة.	76
نورمان أحد أقرب رفاقي إلي, لذا من السيئ جداً رؤيته في تلك الحالة العاطفية.	77
بعد الحلقات الجديدة يبث برنامج "الموتى المتكلمون".	48
قال بارات: "في المدن التي انطلقنا فيها أو التي لا زال فيها عملنا قيد الإنشاء, سيستمر عملنا"	86
قيل أن جهود الإنترنت هي الدافع الأساس للإنفاق الرأسمالي على الوحدة.	66
في الوقت الراهن, يتردد المحللون في شطب الخدمة بالنسبة إلى الأموات.	62
في هولندا, اتخذت السلطات تدابير تكنولوجية بسيطة لتتبع الطائرات من دون طيار.	78
أعلنت ميكروسوفت يوم الأربعاء عن برنامج محادثة جديد في العمل على وشك مزاحمة البرنامج الأكثر شعبية "سلاك".	106
ثمة أيضاً خيارٌ بإرسال رموز تعبيرية وملفات صور GIF متحركة وصور الميمات التهكمية والملصقات عبر منصة البرنامج مع ربطه بمنشورات تويتر الخاصة بك.	141
أبرزت هذه الخطوة رغبة الشركة بأن يبدأ المستخدمون بالنظر إلى منتجاتها على أنها أكثر من مجرد أدوات إنتاج.	111
لكن أحدث الجهود في لعبة المحادثة في مكان العمل جزءٌ من نزعة جماعية أكبر من قبل شركات التكنولوجيا.	101
إسنر, الذي أظهر بعضاً من أفضل مهاراته في التنس عندما عادل المباراة بمجموعة لكلٍ منهما, هنأه أيضاً.	102
وقال الأمريكي: "علي أن أهنئ آندي لتبوئه المركز الأول على العالم, فهذا إنجازٌ رائع".	83
تحايل شخصان للمشاركة في بطولة كوريا الشمالية للغولف, بحسب أخبار التاسعة في قناة بريزبان.	95
أستراليان, لا يجيدان لعب الغولف باعترافهما, تحايلا للمشاركة في بطولة غولف كبيرة في كوريا الشمالية.	103
كان بوسع سنومان أن يقفز فوق الأسوار العالية التي تفصل بين الحدائق, وكان دوما يعود إلى حيثما كان يشعر أنه موطنه.	115
كان يصول ويجول داخل إسطبلي فمازحت الرجل قائلاً من الواضح أنه لم يكن يرغب بأن يباع.	87
أضاف: "لم يكترث سنومان لجوني كارسون وهو يحضر سلم الصعود وتراجع ليواجهه".	75
كنت مجرد صبيٍ ذي حذاءٍ متسخ.	32
ليس هناك موكب عرض, ولم يكن هناك قط.	39
تأمل المكسيك في نهاية المطاف أن ينافس هذا الحدث كرنفال البرازيل.	65
تشرح أليخاندرا غونزاليز آنايا, وهي إحدى المخرجين الفنيين للموكب, ل"سي إن إن" عن سبب قرار المكسيك بأن الوقت قد حان لإطلاق مثل هكذا عرض.	145
قالت غونزاليز آنايا: "ثمة 1200 متطوع يعملون في مكوب العرض وحده".	59
من الرائع أن نتمكن من إنقاذ ذلك وإلباسه شكلاً جديداً وجعله تقليداً جديداً للمكسيكيين.	93
مع الانتهاء خط القطار المغناطيسي المعلق هذا, أعتقد أن الحكومة تتوقع نمواً اقتصادياً أكبر في اليابان.	103
تتيح تذكرة ساق "الفورمولا 1" دخول حاملها إلى الحفل في ذات اليوم.	66
الموقع الإلكتروني الخاص بحلبة ياس مارينا يحوي المواعيد المحددة.	60
لكل من يريد رؤية العاصمة في كامل أبهتها, تشرين الثاني هو الوقت الأنسب للذهاب.	75
كما أنها غذت ظهور الأبنية الحديثة الشاهقة, مثل ماها ناخون الخيالي, أطول مبنى في بانكوك.	88
لم تلق كل وسائل المواصلات في المنطقة نجاحاً.	44
بعمق 100 مترٍ (328 قدم) تحت الأرض, يعد مترو بيونغ يانغ أحد أكثر أنظمة المواصلات عمقاً في العالم.	94
تحدثت إلى برنامج "سي إن إن ستايل" بشأن التجربة.	51
رأيت في بيونغ يانغ أناساً يحملون هواتف ذكية, لكنهم كانوا أقل بكثير.	78
لكن يمكن للعمارة أن تبني جسراً بين الأحياء والأموات, وتطمس الحدود إلى حدٍ ما.	79
عندما يموت الناس جراء الشيخوخة في الهند, يفترض ذلك أن يكون مدعاةً للاحتفال.	76
يتمتع المبنى الحائز على جوائز والذي صممه خوان كارلوس سالاس بمظهرٍ أشبه بالتمثال وكل تفصيلٍ فيه يحمل معنى.	110
يقول: "لن تفيد العمارة الأموات, لكنها ستساهم في إبقاء ذكراهم حية بين الأحياء".	78
سمح الميثاق بإنشاء نقابةٍ للتجار يديرها مواطنو البلدة لفرض ضريبة على من يمر من منطقتهم.	92
إنها غنية بالمعادن, إذ تحوي احتياطات كبيرة من الذهب والألماس وفلزات المنغنيز والرصاص والزنك والنيكل والكوبالت والموليبدنوم.	117
في أقصى الشمال الغربي, تسود غابات التايغا الصنوبرية التي تغطي نسبة كبيرة من سيبيريا.	82
ستستضيف مدينة كراسنويارسك الألعاب الأولمبية الجامعية الشتوية لعام 2019.	65
ومثالها جزر لاين في المحيط الهادي وجزر المالديف في المحيط الهندي.	61
جزر غرانيتية تتضمن جزر سيشل وجزيرة تايومن وجزر بركانية مثل جزيرة سانت هيلينا.	86
من الأمثلة على الجزر الصحراوية تلك الجزر الصغيرة الموجودة قبالة سواحل باخا كاليفورنيا, المكسيك.	95
حافظت دولة مدينة أثينا الإغريقية في القرن الخامس قبل الميلاد, والتي كانت تعتمد على واردات الحبوب من سكيثيا, على تحالفات استراتيجية مع المدن التي كانت تسيطر على المضائق مثل المستعمرة الميغارية بيزنطة.	196
كان داريوس يرى أن الفضل الأكبر يعود للقائد ميغابازوس في تحقيق الانتصار في البلقان.	86
غزت القوات الأخمينية تراقيا والمدن الإغريقية الساحلية والبايونيين.	63
في نهاية المطاف, وبين عامي 512 و511 ق.م, أقر الملك المقدوني أمينتاس الأول بالهيمنة الأخمينية وسلم بلاده لتكون دولة تابعة للإمبراطورية الأخمينية الفارسية.	144
ضم الجيش الأخميني متعدد الأعراق الكثير من الجنود البلقانيين.	57
علاوةً على ذلك, حدثت حالات زواجٍ كثيرة بين النخب المقدونية والفارسية.	71
عام 1912 تأسست أول شركة إنتاج سينمائي (أثينا فيلم) تبعتها (آستي فيلم) عام 1916.	74
كان أكثر الأفلام نجاحاً عام 2007 هو إل غريكو, من إخراج يانيس ساماراغديس.	74
في تموز من عام 1918, وقعت المعاهدة بين فرنسا وموناكو, والتي قضت بحماية فرنسية محدودة على موناكو.	92
يتكون الجهاز التنفيذي من وزيرٍ للدولة كرئيسٍ للحكومة, والذي يرأس مجلساً حكومياً مكوناً من خمسة أعضاء.	109
تضم الشرطة وحدةً خاصة تسير دوريات وتراقب المراكب.	50
تشمل المشاريع الراهنة لاستصلاح الأراضي توسيع منطقة فونتفيل.	59
مع ذلك, ثمة اختلافات كبيرة في القوانين والإجراءات بين إيرلندا الشمالية وإنجلترا وويلز.	86
تصنيف بيرغيرون هو الأكثر قبولاً من بين جميع تصنيفات الكتل الهوائية.	70
بالرغم من أن تصنيف الكتل الهوائية استخدم بدايةً في التوقعات الجوية خلال الخمسينيات, بدأ خبراء المناخ بوضع بيانات مناخية إجمالية استناداً إلى هذه الفكرة عام 1973.	155
الرياح الموسمية رياحٌ تسود في فترةٍ معينة وتستمر لعدة أشهر, معلنةً دخول موسم الأمطار في الإقليم.	94
عبرت مجموعات متعددة من القبائل الجرمانية والقبائل السلافية الكبرى من مورافيا خلال عصر الهجرات قبل أن يتوطد فيها السلاف في القرن السادس الميلادي.	131
في نهاية القرن الثامن, أقيمت الإمارة المورافية على أراضي ما يعرف حالياً بمورافيا الجنوبية الشرقية وزاهوري في جنوب غرب سلوفاكيا وأجزاءٍ من النمسا السفلى.	153
في عام 833 م, أصبحت هذه دولة مورافيا العظمى بعد فتح إمارة نيترا (سلوفاكيا المعاصرة).	84
الملك الأول كان موجمير الأول (حكم ما بين 830-846).	44
غزا لودفيش الجرماني مورافيا واستبدل موجمير الأول بابن أخيه راستيز الذي أصبح القديس راستيسلاف.	97
بالإضافة إلى ذلك, يحدد النظام الأساسي انتخابات مجالس الأقاليم والمناطق الحضرية.	80
بالرغم من أن أيسلندا كانت تابعة سياسياً للدنمارك حتى تاريخٍ متقدم (1918), كان تأثير اللغة الدنماركية على اللغة الأيسلندية ضئيلاً جداً والاستعارات منها قليلة.	156
كما أن هناك لغات مشتقة من اللغة الفنلدنية, وقد تطورت بشكلٍ منفصل, وتعرف بالميانكيلي في السويد وبلغة كفين في النرويج.	120
يميز تعاقب الأحرف الساكنة كلاً من اللغة الفنلندية ولهجات السامي الشمالية, لكن هذا غير موجود في لهجات السامي الجنوبية, والتي يعتقد بأن لها تاريخاً لغوياً مختلفاً.	163
يعرف الجزء الشمالي من القوقاز باسم القوقاز الأمامي والجزء الجنوبي باسم عبر القوقاز.	81
الغلاف الجوي عبارة عن نظام فوضوي, يمكن لتغييرات صغيرة جداً في جزءٍ من هذا النظام أن تكبر ويكون لها تأثيراتٌ كبيرة على النظام ككل.	142
أثناء هطول الأمطار, تمتص قطرات الماء ثاني أكسيد الكربون من الجو المحيط وتفككه.	81
أحد الأمثلة الأخيرة على التحكم بالطقس كانت استعدادات الصين من أجل الألعاب الأولمبية الصيفية لعام 2008.	99
شكلتها قوى الصفائح التكتونية الأرضية التي كونت الصدع الشرق أفريقي, لتصبح شرق أفريقيا موطن جبل كليمنجارو وجبل كينيا, أطول قمتين في أفريقيا.	149
وقد نشر المذكورون أيضاً الإسلام في الحزام الساحلي, غير أن غالبية البانتو لم يحتكوا بالإسلام قط وظلوا أتباعاً للديانات الأفريقية التقليدية.	140
دمجت فرنسا الاقتصاد الكاميروني بالاقتصاد الفرنسي وحسنت البنية التحتية من خلال الاستثمارات الكبيرة والعمال المهرة, معدلةً نظام السخرة.	121
في 1 تشرين الأول من عام 1961, اتحدت الكاميرون الجنوبية البريطانية سابقاً مع الكاميرون الفرنسية وتشكلت جمهورية الكاميرون الاتحادية.	121
خلص تقرير وزارة العمل الخاص بأسوأ أشكال عمالة الأطفال إلى أن 56% من الأطفال الذين تتراوح أعمارهم بين الخامسة والرابعة عشرة كانوا أطفالاً عاملين وأن نحو 53% من الأطفال الذين تتراوح أعمارهم بين السابعة والرابعة عشرة جمعوا ما بين العمل والدراسة.	232
مناخ الساحل مشابهٌ لمناخ الصحراء الكبرى التي تحدها من الشمال, لكن بشكلٍ أقل حدة.	80
ما بين حزيران وآب من عام 2010 ضربت المجاعة منطقة الساحل.	50
توزعت الكثير من الحضارات القديمة حول سواحل البحر المتوسط, وكانت متأثرة بشكلٍ كبير بقربها من البحر.	98
لقد وفر طرق التجارة والاستعمار والحروب بالإضافة إلى الطعام (من صيد السمك وغيره من المأكولات البحرية) للعديد من المجتمعات عبر العصور.	125
بسبب اشتراكها في المناخ والجيولوجيا والمنافذ البحرية, تنحو الثقافات المتمركزة حول البحر المتوسط إلى أن تكون لديها ثقافةٌ وتاريخٌ متداخلين إلى حدٍ ما.	153
من أبرز الحضارات المتوسطية في العصر الكلاسيكي القديم كانت حضارة الإغريقية بدولها المدينية والحضارة الفينيقية, وقد استعمرت كلٌ منهما سواحل البحر المتوسط على نطاقٍ واسع.	166
لاحقاً, عندما أسس أغسطس الإمبراطورية الرومانية, كان الرومان يشيرون إلى البحر المتوسط بقولهم "ماري نوستروم" أو "بحرنا".	116
البليندليا هو ممرٌ مائيٌ محاط بالجزر الصخرية الصغيرة يبدأ بالقرب من مدينة كريستيانساند جنوب النرويج, ويمر ببلدة ليليساند.	118
بالدنماركية, تنطبق الكلمة أيضاً على البحيرات الضحلة.	55
مثل الأودية الخلالية, عادةً ما تكون بحيرات المياه العذبة عميقة.	61
كانوا يتناولون المشروبات الكحولية مثل الجعة وخمرة العسل والبيور (نبيذ فاكهة قوي), أما الأثرياء فالنبيذ المستورد.	105
مهما كانت القواعد, كانت المنازلات عادةً ما تنتهي بموت أحد فحلي الخيل.	67
تجمد بوغاز شلاي إلى حد الصلابة إلى جانب الأراضي الرطبة بين دانيفيركه وهوسوم خلال الشتاء القارس, فمباشرةً احتلت الأراضي الواقعة جنوب دانيفيركه من قبل الجيش الألماني المتقدم.	169
كان هذا التراجع بمثابة مفاجأة للجيش النمساوي-البروسي, ونجح كل الجيش الدنماركي تقريباً في إتمام الإخلاء.	106
لكن أسفر ذلك عن التخلي عن قطعٍ مهمة من المدفعية الثقيلة, وبقي سبب عدم استخدام السكة الحديدية المتجهة إلى فلنسبورغ بالصورة الصحيحة من أجل الإخلاء مثار جدلٍ تاريخي.	166
شكل خبر الانسحاب صدمةً بالنسبة إلى الرأي العام الدنماركي الذي كان يعتبر الدانيفيركه منيعة, وجرد الجنرال دي ميزا فوراً من سلطته.	122
وبقيت الدانيفيركه في حوزة الألمان منذ ذلك الحين.	49
زادت كمية البضائع المنقولة عبر الدانوب إلى نحو 100 مليون طن عام 1987.	60
