Language	Vocab_Size	Metric	Sentence	Value	Char_Count	Byte_Count	Token_Count
AR	32768	cpb	540	2.040020014742258	90	179	32
AR	32768	cpb	541	1.887311976101765	96	190	31
AR	32768	cpb	542	2.555514357906829	101	195	38
AR	32768	cpb	543	2.1983913343401476	102	202	31
AR	32768	cpb	544	1.04491251151022	186	371	43
AR	32768	cpb	545	1.429344451659716	72	143	19
AR	32768	cpb	546	1.117784517801325	169	337	44
AR	32768	cpb	547	1.598246391702181	111	215	31
AR	32768	cpb	548	1.2411388281106197	270	533	69
AR	32768	cpb	549	1.318688207631854	98	195	28
AR	32768	cpb	550	1.693126257404726	118	235	42
AR	32768	cpb	551	1.2262713772053533	148	294	32
AR	32768	cpb	552	1.6521122405637454	80	159	19
AR	32768	cpb	553	1.4482327144587936	68	135	20
AR	32768	cpb	554	1.5827776230913482	72	141	27
AR	32768	cpb	555	1.5408077904496758	82	163	24
AR	32768	cpb	556	1.461206794807434	199	396	69
AR	32768	cpb	557	1.43375307867557	52	103	16
AR	32768	cpb	558	1.4981118999599403	174	347	53
AR	32768	cpb	559	1.5596604012742534	112	223	32
AR	32768	cpb	560	1.9819623690828625	71	141	24
AR	32768	cpb	561	1.5068519993113083	84	162	27
AR	32768	cpb	562	2.153900163618195	103	204	30
AR	32768	cpb	563	2.6210691411378657	51	101	22
AR	32768	cpb	564	2.2616644409903723	126	245	53
AR	32768	cpb	565	1.2108516296278178	132	263	35
AR	32768	cpb	566	1.5731490115651896	114	226	38
AR	32768	cpb	567	1.4487056950912265	125	249	29
AR	32768	cpb	568	1.892013269707835	141	280	46
AR	32768	cpb	569	2.181284712864377	64	119	23
AR	32768	cpb	570	1.8713605092830383	72	143	19
AR	32768	cpb	571	1.403831034343141	122	242	37
AR	32768	cpb	572	1.5494926898356296	123	245	30
AR	32768	cpb	573	1.24676879932082	97	192	27
AR	32768	cpb	574	1.6300439212043287	62	123	16
AR	32768	cpb	575	1.0208151776368617	60	119	15
AR	32768	cpb	576	1.7693840804309156	75	149	24
AR	32768	cpb	577	1.719005013652088	90	179	25
AR	32768	cpb	578	1.7327534293763338	134	264	43
AR	32768	cpb	579	1.9346893447521971	96	190	30
AR	32768	cpb	580	1.5674086041274309	82	163	19
AR	32768	cpb	581	1.6968682105691169	60	119	16
AR	32768	cpb	582	1.3891845826841631	72	141	18
AR	32768	cpb	583	1.7812839983969897	79	157	24
AR	32768	cpb	584	2.660632673666322	77	149	31
AR	32768	cpb	585	1.152009031345343	147	284	36
AR	32768	cpb	586	1.1854468747644025	94	187	25
AR	32768	cpb	587	1.2480266331358782	67	133	18
AR	32768	cpb	588	1.631220166352395	61	121	24
AR	32768	cpb	589	1.6862019283166774	38	75	10
AR	32768	cpb	590	1.454657560290249	81	161	26
AR	32768	cpb	591	1.2158776635381547	103	204	26
AR	32768	cpb	592	1.769979829753968	142	283	37
AR	32768	cpb	593	1.54360936680143	81	161	27
AR	32768	cpb	594	1.434802267150894	54	107	16
AR	32768	cpb	595	1.463620953692964	84	167	22
AR	32768	cpb	596	1.515939941874367	124	247	29
AR	32768	cpb	597	1.3271850490952777	140	279	33
AR	32768	cpb	598	1.558635297747061	92	183	25
AR	32768	cpb	599	1.622244724558446	68	135	18
AR	32768	cpb	600	1.9583217694218191	75	149	23
AR	32768	cpb	601	2.258372617806463	74	147	29
AR	32768	cpb	602	1.8449603015719056	140	279	46
AR	32768	cpb	603	1.504404667427787	100	199	30
AR	32768	cpb	604	1.514547853493206	119	237	36
AR	32768	cpb	605	1.2669749077284227	132	263	35
AR	32768	cpb	606	1.9279028330548904	62	123	20
AR	32768	cpb	607	1.54498503911855	115	229	31
AR	32768	cpb	608	2.0021913061730103	94	187	30
AR	32768	cpb	609	1.5363451911512649	135	269	34
AR	32768	cpb	610	1.4399821741217729	72	142	19
AR	32768	cpb	611	1.4934590429250154	81	161	20
AR	32768	cpb	612	1.6452491502386666	102	204	31
AR	32768	cpb	613	1.3991454075890015	90	179	24
AR	32768	cpb	614	1.861726215441442	65	129	20
AR	32768	cpb	615	1.8718119238978077	115	229	38
AR	32768	cpb	616	1.6221946382904489	98	185	31
AR	32768	cpb	617	1.4397353262154666	50	99	12
AR	32768	cpb	618	1.356291093827037	135	268	35
AR	32768	cpb	619	2.7136475087257144	60	119	27
AR	32768	cpb	620	1.2914727225916682	64	127	16
AR	32768	cpb	621	1.9938589254353951	61	121	24
AR	32768	cpb	622	1.858310233418386	59	117	21
AR	32768	cpb	623	1.4767911173704678	105	207	31
AR	32768	cpb	624	1.5416915857579918	47	94	15
AR	32768	cpb	625	1.4434107003875076	84	166	27
AR	32768	cpb	626	2.0946007059925336	58	114	20
AR	32768	cpb	627	1.6847229386686442	59	115	19
AR	32768	cpb	628	1.997044563899164	76	138	27
AR	32768	cpb	629	1.4781037203297578	133	265	38
AR	32768	cpb	630	1.828941676334884	76	151	24
AR	32768	cpb	631	1.8000596754484464	77	152	24
AR	32768	cpb	632	1.6885508550146893	69	137	21
AR	32768	cpb	633	1.426103014646974	111	221	35
AR	32768	cpb	634	1.057467967315276	39	77	11
AR	32768	cpb	635	1.1315607509534078	176	351	41
AR	32768	cpb	636	1.405815582720065	87	173	28
AR	32768	cpb	637	1.594785560979361	132	260	36
AR	32768	cpb	638	1.4708633174067127	87	172	27
AR	32768	cpb	639	1.5268577869563418	79	156	25
AR	32768	cpb	640	1.2104402882919614	73	145	19
AR	32768	cpb	641	2.143405348799758	64	126	29
AR	32768	cpb	642	1.6093053083422215	81	161	21
AR	32768	cpb	643	1.7093926651655416	53	105	18
AR	32768	cpb	644	2.004017636256313	70	139	22
AR	32768	cpb	645	1.5534743821370889	66	131	16
AR	32768	cpb	646	1.4852816252569074	67	133	18
AR	32768	cpb	647	1.7024712197223626	82	163	25
AR	32768	cpb	648	2.2867399810075666	62	122	22
AR	32768	cpb	649	2.0575374260951267	80	159	33
AR	32768	cpb	650	1.7081032276975925	60	118	19
AR	32768	cpb	651	1.4142309590143085	70	134	18
AR	32768	cpb	652	2.3731825148918926	38	75	14
AR	32768	cpb	653	1.5748721925544746	98	194	30
AR	32768	cpb	654	2.126376373439413	45	89	15
AR	32768	cpb	655	1.3994475822145225	86	171	24
AR	32768	cpb	656	1.2178267230003317	125	249	32
AR	32768	cpb	657	2.0999418988231344	77	153	25
AR	32768	cpb	658	2.026360535651164	109	213	32
AR	32768	cpb	659	1.7785903501050129	134	267	39
AR	32768	cpb	660	1.7533523751731752	97	192	30
AR	32768	cpb	661	1.609707819003639	53	105	15
AR	32768	cpb	662	1.4034743266818983	61	121	15
AR	32768	cpb	663	1.7389730523601672	80	159	22
AR	32768	cpb	664	1.461643044063877	67	133	16
AR	32768	cpb	665	1.458391456511248	123	245	34
AR	32768	cpb	666	3.1906157792705803	76	137	33
AR	32768	cpb	667	1.8083905926007533	91	176	31
AR	32768	cpb	668	1.661429455562318	107	213	27
AR	32768	cpb	669	1.3487765127616118	92	183	21
AR	32768	cpb	670	1.4670163493205115	100	199	28
AR	32768	cpb	671	1.1188142387879123	95	189	22
AR	32768	cpb	672	1.7074932887694128	96	180	27
AR	32768	cpb	673	1.9205826735885132	118	234	42
AR	32768	cpb	674	1.72418956751109	52	103	13
AR	32768	cpb	675	1.255276905640224	119	237	31
AR	32768	cpb	676	1.609616599282004	88	175	22
AR	32768	cpb	677	1.1612108291747296	87	173	22
AR	32768	cpb	678	1.4054717544077575	129	257	37
AR	32768	cpb	679	1.5289724862745775	79	157	22
AR	32768	cpb	680	1.6742533016726446	120	239	30
AR	32768	cpb	681	1.654519749546853	72	143	22
AR	32768	cpb	682	1.3713417069978446	133	265	33
AR	32768	cpb	683	1.3607636299608792	118	234	34
AR	32768	cpb	684	1.6234666298834786	148	294	38
AR	32768	cpb	685	1.564356626464089	89	177	19
AR	32768	cpb	686	1.260891683667126	206	411	51
AR	32768	cpb	687	1.8864820250230352	137	272	40
AR	32768	cpb	688	1.5330183111923406	101	201	26
AR	32768	cpb	689	1.8305638235702553	137	260	45
AR	32768	cpb	690	1.4679832575566305	82	163	20
AR	32768	cpb	691	1.400939600130272	214	413	57
AR	32768	cpb	692	1.6778301288111754	91	181	27
AR	32768	cpb	693	1.8714016380290732	86	171	30
AR	32768	cpb	694	2.0291382932357136	75	149	23
AR	32768	cpb	695	1.3174733721067868	67	133	18
AR	32768	cpb	696	1.1586994351461946	141	280	30
AR	32768	cpb	697	1.541766459474197	59	117	15
AR	32768	cpb	698	1.762033788078027	79	157	24
AR	32768	cpb	699	1.6617633312151932	77	153	24
AR	32768	cpb	700	1.83068649009576	64	127	20
AR	32768	cpb	701	1.7116501940223985	102	203	28
AR	32768	cpb	702	1.5681164847183822	69	137	19
AR	32768	cpb	703	1.4359036764986035	83	164	24
AR	32768	cpb	704	1.917937584499114	47	92	16
AR	32768	cpb	705	1.622510376499278	110	219	34
AR	32768	cpb	706	1.945436972195137	83	162	23
AR	32768	cpb	707	1.777197135261624	139	275	40
AR	32768	cpb	708	2.122210021107365	77	147	28
AR	32768	cpb	709	1.9075700721245223	108	215	29
AR	32768	cpb	710	1.5830818400096909	56	111	15
AR	32768	cpb	711	1.5825735795467246	150	299	40
AR	32768	cpb	712	0.9519035243815018	73	145	18
AR	32768	cpb	713	2.100479754814689	84	163	25
AR	32768	cpb	714	1.7327098455544454	99	191	33
AR	32768	cpb	715	2.297815218100068	77	153	25
AR	32768	cpb	716	2.2053835342025887	123	238	43
AR	32768	cpb	717	1.7491798042594002	78	153	23
AR	32768	cpb	718	1.6235479025102628	102	203	31
AR	32768	cpb	719	1.3977500917098822	83	161	24
AR	32768	cpb	720	2.044111741806754	74	144	21
AR	32768	cpb	721	1.8270543173052305	70	139	21
AR	32768	cpb	722	2.137846327019054	115	224	48
AR	32768	cpb	723	1.6768115838554876	86	164	28
AR	32768	cpb	724	1.4006372504365243	120	237	33
AR	32768	cpb	725	1.7430637096413863	80	159	22
AR	32768	cpb	726	1.4173615836585096	124	239	38
AR	32768	cpb	727	1.7573788713060805	76	151	26
AR	32768	cpb	728	2.245972695765786	79	157	29
AR	32768	cpb	729	1.75468188851315	81	161	25
AR	32768	cpb	730	1.4113695329928413	94	187	30
AR	32768	cpb	731	1.4902712782870495	130	259	42
AR	32768	cpb	732	1.704406599929884	126	245	39
AR	32768	cpb	733	1.8113334228521336	106	210	32
AR	32768	cpb	734	1.9021400027930884	115	229	38
AR	32768	cpb	735	1.8273433393851617	70	134	24
AR	32768	cpb	736	1.7004852320766544	122	234	37
AR	32768	cpb	737	2.1587642073992845	134	254	46
AR	32768	cpb	738	1.3164512241042898	78	155	22
AR	32768	cpb	739	2.1054730387736176	56	109	20
AR	32768	cpb	740	1.929550745732827	90	165	31
AR	32768	cpb	741	2.375289516577329	100	198	34
AR	32768	cpb	742	1.7292554346687583	70	130	25
AR	32768	cpb	743	1.9720651363160917	97	192	35
AR	32768	cpb	744	1.337947298138009	109	213	25
AR	32768	cpb	745	1.97888963927058	125	245	40
AR	32768	cpb	746	1.7488230904103	119	224	42
AR	32768	cpb	747	1.3980702136767933	130	257	38
AR	32768	cpb	748	1.521713909386366	47	93	14
AR	32768	cpb	749	1.4419579503008162	75	145	21
AR	32768	cpb	750	2.1085506741855737	50	99	16
AR	32768	cpb	751	2.3055386679027543	54	107	20
AR	32768	cpb	752	1.4816372854547304	71	141	21
AR	32768	cpb	753	1.799006559970613	81	161	24
AR	32768	cpb	754	2.1113210136250857	91	171	31
AR	32768	cpb	755	1.835292488695225	78	148	24
AR	32768	cpb	756	1.3691408276847772	117	233	28
AR	32768	cpb	757	1.5144029257400555	148	295	37
AR	32768	cpb	758	1.7358815691256164	76	151	20
AR	32768	cpb	759	1.3429490090590572	103	205	28
AR	32768	cpb	760	1.3899459250552004	85	167	22
AR	32768	cpb	761	1.5204892020520149	138	274	44
AR	32768	cpb	762	1.7470352979461268	76	147	27
AR	32768	cpb	763	1.3904109391654629	119	237	38
AR	32768	cpb	764	2.2487978301215135	111	214	47
AR	32768	cpb	765	1.7359561342216647	102	203	34
AR	32768	cpb	766	1.6188590148925608	114	226	32
AR	32768	cpb	767	1.9000678801376316	105	209	40
AR	32768	cpb	768	1.4555747027877022	90	172	27
AR	32768	cpb	769	1.5688819165768906	69	133	22
AR	32768	cpb	770	1.6954906091425064	112	223	31
AR	32768	cpb	771	1.7713311224387311	73	141	24
AR	32768	cpb	772	1.9721235928173808	103	205	29
AR	32768	cpb	773	2.051482683353498	76	149	25
AR	32768	cpb	774	1.8536421799566176	92	181	36
AR	32768	cpb	775	2.33284195939624	63	125	21
AR	32768	cpb	776	2.6705935400236935	72	143	29
AR	32768	cpb	777	1.5426768639204944	87	172	24
AR	32768	cpb	778	1.8418164131182173	121	236	44
AR	32768	cpb	779	1.773417262540105	75	149	20
AR	32768	cpb	780	1.7804151036809517	80	159	29
AR	32768	cpb	781	1.9770455123545845	150	292	52
AR	32768	cpb	782	1.272412573051017	87	172	22
AR	32768	cpb	783	1.219012570695185	101	201	27
AR	32768	cpb	784	1.7987836636472712	74	147	23
AR	32768	cpb	785	1.7444554319046373	119	232	35
AR	32768	cpb	786	1.527078727291035	94	186	31
AR	32768	cpb	787	1.9348295877083217	85	169	29
AR	32768	cpb	788	2.008334234066859	82	163	32
AR	32768	cpb	789	1.2953157414735272	132	263	41
AR	32768	cpb	790	1.769705190019653	106	211	29
AR	32768	cpb	791	1.5937844138082338	104	205	28
AR	32768	cpb	792	1.5856228422307637	73	145	21
AR	32768	cpb	793	1.200982729240724	121	241	36
AR	32768	cpb	794	1.4659778367501572	81	161	24
AR	32768	cpb	795	1.2363906180571576	121	241	34
AR	32768	cpb	796	2.004362446739655	62	123	20
AR	32768	cpb	797	1.6208800740724885	126	251	35
AR	32768	cpb	798	1.472398699297649	116	228	34
AR	32768	cpb	799	1.430922365230798	126	250	37
AR	32768	cpb	800	1.624488461573428	83	165	28
AR	32768	cpb	801	2.0591975500058664	122	243	47
AR	32768	cpb	802	1.43934434224464	127	253	45
AR	32768	cpb	803	1.939184804289851	88	175	30
AR	32768	cpb	804	1.5887776444267372	66	131	20
AR	32768	cpb	805	1.9813983254510608	94	187	32
AR	32768	cpb	806	1.2485283425995872	109	217	28
AR	32768	cpb	807	1.826076762510967	87	173	25
AR	32768	cpb	808	1.4448559728683377	107	213	31
AR	32768	cpb	809	1.6925688250982096	102	203	25
AR	32768	cpb	810	1.805205786248251	74	147	21
AR	32768	cpb	811	1.4451044706166276	128	247	48
AR	32768	cpb	812	1.191130644176139	122	236	33
AR	32768	cpb	813	1.1303695814079728	115	225	21
AR	32768	cpb	814	1.5891726578176235	85	165	23
AR	32768	cpb	815	1.5485465476071305	147	289	38
AR	32768	cpb	816	1.93380668076303	99	180	30
AR	32768	cpb	817	2.169947847853878	103	204	37
AR	32768	cpb	818	1.764804710294707	102	203	33
AR	32768	cpb	819	1.5981761627806663	78	153	27
AR	32768	cpb	820	1.640489864013846	55	109	14
AR	32768	cpb	821	1.5574338023580214	71	141	20
AR	32768	cpb	822	1.845143029281867	103	205	31
AR	32768	cpb	823	1.3448496979899724	69	137	19
AR	32768	cpb	824	1.8394560501231911	91	181	29
AR	32768	cpb	825	1.4328257336627397	90	179	25
AR	32768	cpb	826	1.2607241253110528	66	131	18
AR	32768	cpb	827	1.3174673994580093	133	265	38
AR	32768	cpb	828	2.0810544418164465	116	230	39
AR	32768	cpb	829	1.6603205114295545	94	186	31
AR	32768	cpb	830	1.7431117826133964	135	258	42
AR	32768	cpb	831	1.5720435307382632	99	196	27
AR	32768	cpb	832	2.009145193071927	88	175	27
AR	32768	cpb	833	1.7875767997571357	86	171	30
AR	32768	cpb	834	1.6735682720459544	121	240	37
AR	32768	cpb	835	2.37824699344958	86	171	36
AR	32768	cpb	836	1.699085267786173	51	101	17
AR	32768	cpb	837	2.7497732115779594	47	89	19
AR	32768	cpb	838	1.1469713641093664	153	305	37
AR	32768	cpb	839	1.633131478388311	135	264	39
AR	32768	cpb	840	1.7600316901731938	108	215	29
AR	32768	cpb	841	1.8556576619611749	209	415	74
AR	32768	cpb	842	2.6313746800890705	54	107	24
AR	32768	cpb	843	1.6648257040524432	87	173	23
AR	32768	cpb	844	1.61985632542387	124	246	39
AR	32768	cpb	845	2.03790387765968	69	137	22
AR	32768	cpb	846	2.237143318039089	111	221	42
AR	32768	cpb	847	1.8454903199497443	116	230	36
AR	32768	cpb	848	1.7740001578214226	123	245	40
AR	32768	cpb	849	1.49466216216647	169	337	55
AR	32768	cpb	850	1.6669782078194388	145	287	47
AR	32768	cpb	851	1.89538072497438	80	160	25
AR	32768	cpb	852	1.467696469599749	121	237	36
AR	32768	cpb	853	1.4027511263852883	105	208	31
AR	32768	cpb	854	1.617116455385483	161	321	54
AR	32768	cpb	855	1.3399348719412991	61	121	18
AR	32768	cpb	856	1.9000677987042147	123	245	39
AR	32768	cpb	857	1.205202593141103	160	318	40
AR	32768	cpb	858	1.4886191951160672	57	113	20
AR	32768	cpb	859	1.583454974283272	95	189	27
AR	32768	cpb	860	1.2358898545062338	165	329	43
AR	32768	cpb	861	1.877983356110393	111	221	34
AR	32768	cpb	862	1.4971233240276214	82	163	23
AR	32768	cpb	863	1.5142062026031269	91	181	25
AR	32768	cpb	864	1.283500744772072	101	201	26
AR	32768	cpb	865	1.46327708706349	152	303	44
AR	32768	cpb	866	2.043346790770892	84	166	28
AR	32768	cpb	867	1.577069882544904	121	239	39
AR	32768	cpb	868	1.5649072632081225	92	183	22
AR	32768	cpb	869	1.4828566496562394	84	167	23
AR	32768	cpb	870	1.217540959739847	91	181	22
AR	32768	cpb	871	1.9709681082627717	46	91	16
AR	32768	cpb	872	1.2423402307497946	95	189	27
AR	32768	cpb	873	1.314502406797637	98	195	33
AR	32768	cpb	874	1.384716850846755	101	201	30
AR	32768	cpb	875	1.2462808125503249	132	263	36
AR	32768	cpb	876	1.254162456043761	78	154	19
AR	32768	cpb	877	1.7831915213397382	99	197	34
AR	32768	cpb	878	1.8743597714632336	59	117	18
AR	32768	cpb	879	2.08270061947167	63	123	19
AR	32768	cpb	880	1.4417598381166057	96	191	26
AR	32768	cpb	881	1.3706175433264676	98	193	27
AR	32768	cpb	882	1.2326720290332325	101	201	24
AR	32768	cpb	883	1.249435246805891	101	201	26
AR	32768	cpb	884	1.890878806653808	101	198	28
AR	32768	cpb	885	1.5295809119667756	60	119	14
AR	32768	cpb	886	1.3855035370678432	93	179	26
AR	32768	cpb	887	1.6470977973006184	81	161	23
AR	32768	cpb	888	1.5488024669716722	91	181	25
AR	32768	cpb	889	2.064617234582974	101	201	38
AR	32768	cpb	890	2.036040809450586	78	155	34
AR	32768	cpb	891	1.9636887997379255	59	117	16
AR	32768	cpb	892	2.004198675278735	108	215	29
AR	32768	cpb	893	1.665319669292182	101	199	28
AR	32768	cpb	894	1.110880905067123	105	209	26
AR	32768	cpb	895	1.6178544189319035	91	181	29
AR	32768	cpb	896	1.488297424239072	98	195	28
AR	32768	cpb	897	1.5067306483528595	68	135	18
AR	32768	cpb	898	2.0460684868825183	63	125	16
AR	32768	cpb	899	1.7264220607784362	48	95	18
AR	32768	cpb	900	2.2050195668121786	73	144	23
AR	32768	cpb	901	3.041348848988522	35	69	19
AR	32768	cpb	902	1.9525878283058116	48	95	17
AR	32768	cpb	903	2.053241582481322	111	211	31
AR	32768	cpb	904	2.119240785956282	93	181	29
AR	32768	cpb	905	2.39185139743169	99	197	38
AR	32768	cpb	906	2.8072845896672463	63	125	25
AR	32768	cpb	907	1.9764039276623129	118	232	41
AR	32768	cpb	908	2.238685502332407	114	223	35
AR	32768	cpb	909	1.3985659624120412	87	173	22
AR	32768	cpb	910	1.448683609250694	133	265	37
AR	32768	cpb	911	1.4536021347446424	114	227	32
AR	32768	cpb	912	1.2883468175977733	78	155	23
AR	32768	cpb	913	1.74268292649102	62	123	17
AR	32768	cpb	914	1.6694697284501885	107	213	30
AR	32768	cpb	915	1.4138700054384492	113	225	32
AR	32768	cpb	916	1.229570405459352	47	93	11
AR	32768	cpb	917	1.863623016649708	112	220	37
AR	32768	cpb	918	2.0653731335008367	33	65	11
AR	32768	cpb	919	1.9106980140351573	107	213	33
AR	32768	cpb	920	1.877862207309992	67	133	22
AR	32768	cpb	921	1.6518159202064886	95	187	26
AR	32768	cpb	922	2.0522317458726684	60	119	17
AR	32768	cpb	923	1.583130252632273	88	175	23
AR	32768	cpb	924	1.3429002068649407	96	185	27
AR	32768	cpb	925	1.9275613356024304	128	255	35
AR	32768	cpb	926	1.418316702140528	105	209	32
AR	32768	cpb	927	1.4258179313723336	100	198	32
AR	32768	cpb	928	1.55280745698949	105	209	29
AR	32768	cpb	929	1.529312993650971	128	254	32
AR	32768	cpb	930	1.5431911185054434	89	177	22
AR	32768	cpb	931	1.6198728368060291	86	171	22
AR	32768	cpb	932	1.8637324747344808	137	273	40
AR	32768	cpb	933	1.6326585882279718	130	257	39
AR	32768	cpb	934	1.545988046420754	147	292	42
AR	32768	cpb	935	1.7211776787041406	90	177	27
AR	32768	cpb	936	1.451352614774797	140	279	37
AR	32768	cpb	937	1.7394435377161015	72	142	19
AR	32768	cpb	938	1.687127173451239	42	83	11
AR	32768	cpb	939	1.2557356239311075	154	303	43
AR	32768	cpb	940	1.5472489713832578	91	181	26
AR	32768	cpb	941	1.336100041010727	48	93	14
AR	32768	cpb	942	1.367968266393344	118	232	38
AR	32768	cpb	943	1.720971958944873	87	173	29
AR	32768	cpb	944	1.4653783905709503	203	405	52
AR	32768	cpb	945	2.535847794687223	78	155	24
AR	32768	cpb	946	2.1221538953777213	55	109	22
AR	32768	cpb	947	1.607328634053669	50	99	16
AR	32768	cpb	948	2.0717310390957557	136	271	41
AR	32768	cpb	949	2.41015355655481	61	112	25
AR	32768	cpb	950	1.8944848419418148	110	217	34
AR	32768	cpb	951	1.535757879131002	108	215	32
AR	32768	cpb	952	1.2077403856853934	158	315	46
AR	32768	cpb	953	1.8135477630093104	88	174	30
AR	32768	cpb	954	1.8199495796878271	59	117	17
AR	32768	cpb	955	1.633102585924888	136	270	41
AR	32768	cpb	956	1.4850955343352947	92	183	22
AR	32768	cpb	957	1.2897653160193403	66	131	18
AR	32768	cpb	958	1.1776779836331268	175	349	39
AR	32768	cpb	959	1.9985060703815576	39	77	14
AR	32768	cpb	960	2.3215199270807596	117	224	40
AR	32768	cpb	961	1.8892543956555088	73	145	19
AR	32768	cpb	962	1.908689802687929	123	245	34
AR	32768	cpb	963	1.2384444229761489	114	227	26
AR	32768	cpb	964	1.5434579097211771	64	127	18
AR	32768	cpb	965	1.746835319291585	142	283	37
AR	32768	cpb	966	1.6908495835704418	81	161	28
AR	32768	cpb	967	2.075606884044757	147	293	50
AR	32768	cpb	968	1.606559920857088	49	98	18
AR	32768	cpb	969	1.847901791044412	144	286	51
AR	32768	cpb	970	1.4835177601385643	133	263	40
AR	32768	cpb	971	1.8806937931307084	133	261	49
AR	32768	cpb	972	1.7458995320795057	76	148	24
AR	32768	cpb	973	1.5618452329005872	46	91	11
AR	32768	cpb	974	1.2572830243141322	120	239	35
AR	32768	cpb	975	1.6264426085182475	64	127	23
AR	32768	cpb	976	2.216007588335236	71	139	27
AR	32768	cpb	977	3.188690719327326	62	122	25
AR	32768	cpb	978	1.6857467322800472	47	93	16
AR	32768	cpb	979	1.5205042399438011	87	173	25
AR	32768	cpb	980	1.6307683161527489	65	129	26
AR	32768	cpb	981	1.5338662956969962	116	231	29
AR	32768	cpb	982	2.047409984881264	64	127	22
AR	32768	cpb	983	1.417104959197144	154	307	42
AR	32768	cpb	984	1.911225537473104	85	169	30
AR	32768	cpb	985	1.6827813095580522	79	155	23
AR	32768	cpb	986	1.7912823340657031	51	101	18
AR	32768	cpb	987	1.7785773481837075	105	209	26
AR	32768	cpb	988	1.854816604361833	90	177	30
AR	32768	cpb	989	2.1631371136249027	70	137	24
AR	32768	cpb	990	1.6898768575883176	97	193	32
AR	32768	cpb	991	1.6636742755791287	161	316	45
AR	32768	cpb	992	1.4844500537443155	125	243	45
AR	32768	cpb	993	1.5682118993950986	87	173	25
AR	32768	cpb	994	1.9573065162975345	54	107	13
AR	32768	cpb	995	1.6285805444335988	125	249	38
AR	32768	cpb	996	1.3354663149710146	73	145	16
AR	32768	cpb	997	1.4962475470651058	58	115	21
AR	32768	cpb	998	1.2382791061197485	98	195	24
AR	32768	cpb	999	1.569964747130964	77	153	23
AR	32768	cpb	1000	1.5535797052058935	116	231	39
AR	32768	cpb	1001	1.4616909785481351	141	281	41
AR	32768	cpb	1002	1.5575661042301632	72	143	22
AR	32768	cpb	1003	1.7169613564353918	111	221	37
AR	32768	cpb	1004	1.384613904055274	101	201	34
AR	32768	cpb	1005	1.3711355231003353	102	203	28
AR	32768	cpb	1006	1.663101745435119	91	181	34
AR	32768	cpb	1007	1.6862782951653803	95	189	25
AR	32768	cpb	1008	1.610563522777832	55	109	15
AR	32768	cpb	1009	1.7703825639542103	101	201	34
AR	32768	cpb	1010	1.29189529527678	95	189	26
AR	32768	cpb	1011	1.2042770225101247	108	215	30
ZH	65536	cpb	0	4.5216037943324014	35	103	21
ZH	65536	cpb	1	3.978511122731335	64	191	37
ZH	65536	cpb	2	3.554802604221059	47	139	26
ZH	65536	cpb	3	3.7335376662225186	93	269	48
ZH	65536	cpb	4	4.156061274588515	70	210	38
ZH	65536	cpb	5	4.86126035002535	55	146	38
ZH	65536	cpb	6	4.7538267225798325	16	40	13
ZH	65536	cpb	7	4.798782505819728	52	148	32
ZH	65536	cpb	8	5.0657326673811465	25	61	15
ZH	65536	cpb	9	4.632432064691076	37	93	21
ZH	65536	cpb	10	3.2946264508299525	52	156	25
ZH	65536	cpb	11	4.3071947234483385	63	179	34
ZH	65536	cpb	12	5.159160766359844	47	123	29
ZH	65536	cpb	13	3.4946295774459366	54	162	26
ZH	65536	cpb	14	3.962076689925086	63	189	29
ZH	65536	cpb	15	4.589737901671778	88	263	45
ZH	65536	cpb	16	3.094827920207202	70	210	34
ZH	65536	cpb	17	3.4611509909444935	55	153	36
ZH	65536	cpb	18	3.267230844703707	65	160	31
ZH	65536	cpb	19	3.2463070942615477	93	247	47
ZH	65536	cpb	20	3.347231593196759	55	115	35
ZH	65536	cpb	21	3.7895184351788975	26	78	17
ZH	65536	cpb	22	3.275663958139443	68	204	46
ZH	65536	cpb	23	4.672321125084966	62	182	41
ZH	65536	cpb	24	2.7265403013072436	40	119	20
ZH	65536	cpb	25	3.1939324608706334	50	113	36
ZH	65536	cpb	26	3.752629671940434	44	132	20
ZH	65536	cpb	27	4.082153359517133	57	171	28
ZH	65536	cpb	28	4.7652063473370685	31	93	21
ZH	65536	cpb	29	3.757373491287884	20	60	9
ZH	65536	cpb	30	5.370979176733647	68	204	41
ZH	65536	cpb	31	3.763637346333428	73	219	41
ZH	65536	cpb	32	3.937378661329298	41	123	25
ZH	65536	cpb	33	3.2446584543749837	62	164	35
ZH	65536	cpb	34	3.800964018458453	19	57	11
ZH	65536	cpb	35	3.3376381064622476	34	90	16
ZH	65536	cpb	36	3.816480305288253	48	144	27
ZH	65536	cpb	37	5.545818050715576	30	90	21
ZH	65536	cpb	38	5.693819991086557	22	66	17
ZH	65536	cpb	39	4.821951114378401	18	54	12
ZH	65536	cpb	40	4.625446909627006	32	96	22
ZH	65536	cpb	41	5.050368534479	31	55	26
ZH	65536	cpb	42	4.6267044849884815	42	84	29
ZH	65536	cpb	43	5.708069510434204	38	82	27
ZH	65536	cpb	44	4.833083599916407	37	111	22
ZH	65536	cpb	45	4.027458213491494	49	147	27
ZH	65536	cpb	46	3.250458342695014	48	128	23
ZH	65536	cpb	47	4.315258794151663	30	90	15
ZH	65536	cpb	48	5.391935721880484	26	78	16
ZH	65536	cpb	49	3.5367013278021253	39	117	19
