Sentence	VocabSize	Tokens
He was initially hospitalised in the James Paget Hospital in Great Yarmouth.	65536	16
He was subsequently relocated to Addenbrooke's Hospital in Cambridge.	65536	13
Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.	65536	17
She is in custody pending indictment and trial, but any eyewitness evidence may be tainted because her image has been widely published.	65536	24
This is common practice elsewhere in the UK but Scottish justice works differently and courts have viewed publication of photos as potentially prejudicial.	65536	24
Professor Pamela Ferguson of the University of Dundee notes "journalists do seem to be walking a dangerous line if publishing photos etc of suspects."	65536	29
Crown Office, which is in overall charge of prosecutions, has indicated to journalists that no further comment will be made at least until indictment.	65536	28
The document, according to the leak, will refer to the borders dispute, which Palestine wants based on the borders before the 1967 Mideast War.	65536	30
Other topics covered reportedly include the future state of Jerusalem which is sacred to both nations and the Jordan Valley issue.	65536	22
Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.	65536	30
Shooters in the supplementary pest control trial were to be closely supervised by rangers, as the trial was monitored and its effectiveness evaluated.	65536	27
In a partnership of NPWS and the Sporting Shooters Association of Australia (NSW) Inc, qualified volunteers were recruited, under the Sporting Shooters Association's hunting program.	65536	35
According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.	65536	38
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.	65536	18
It is Martelly's fifth CEP in four years.	65536	10
Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.	65536	27
The commission was Martelly's response to widespread anti-regime protests that started in October.	65536	18
The sometimes-violent protests were triggered by failure to hold elections, some due since 2011.	65536	18
Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns.	65536	27
Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices.	65536	27
Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called "non-serious."	65536	27
The ministry responded by calling Apple's postponement of the report "truly regrettable."	65536	16
The eathquake struck Mariana at 07:19 a.m. local time (09:19 p.m. GMT Friday).	65536	27
The Northern Marianas emergency management office said that there were no damages reported in the nation.	65536	18
Also the Pacific Tsunami Warning Center said that there was no Tsunami indication.	65536	14
A former Filipino policeman has kept Hong Kong tourists hostage by hijacking their bus in Manila, the capital of the Philippines.	65536	23
Rolando Mendoza fired his M16 rifle at the tourists.	65536	13
Several hostages have been rescued and least six have been confirmed dead so far.	65536	17
Six hostages, including the children and elderly, were released early, as were the Filipino photographers.	65536	19
The photographers later took the place of an aged lady as she needed the lavatory. Mendoza was gunned down.	65536	22
Liggins followed in his father’s footsteps and entered a career in medicine.	65536	17
He trained as an obstetrician and began to work at the Auckland's National Women's Hospital in 1959.	65536	21
While he was working at the hospital Liggins began to investigate premature labor during his spare time.	65536	19
His research showed that if a hormone was administered it would speed up the baby's foetal lung maturation.	65536	21
Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	65536	18
Fellow wrestlers also paid tribute to Luna.	65536	10
Tommy Dreamer said "Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."	65536	37
Dustin "Goldust" Runnels commented that "Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place."	65536	42
Out of 1,400 people polled prior to the 2010 federal election, those who oppose Australia becoming a republic grew by 8 per cent since 2008.	65536	30
Caretaker Prime Minister Julia Gillard claimed during the campaign of the 2010 federal election that she believed Australia should become a republic at the end of Queen Elizabeth II's reign.	65536	35
34 per cent of those in the poll share this view, wanting Queen Elizabeth II to be Australia's last monarch.	65536	23
At the extremes of the poll, 29 per cent of those surveyed believe Australia should become a republic as soon as possible, while 31 per cent believe Australia should never become a republic.	65536	36
The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt.	65536	39
He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.	65536	21
Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.	65536	31
Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.	65536	24
Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.	65536	26
Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.	65536	26
Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.	65536	25
He referred to the rumors as "political chatter and silliness".	65536	14
He is speculated to make a run for president in 2016.	65536	13
NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.	65536	30
It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.	65536	35
No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground.	65536	35
Fears of lack of transportation raised the possibility that the game would be forced to play behind closed doors without the team's supporters.	65536	26
A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.	65536	28
Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.	65536	67
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.	65536	18
It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.	65536	25
It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called "illuminated manuscripts".	65536	41
This is called a chemical's pH. You can make an indicator using red cabbage juice.	65536	18
The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.	65536	20
The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.	65536	23
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).	65536	29
Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.	65536	22
The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.	65536	23
The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.	65536	28
Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.	65536	26
There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.	65536	34
When you call someone who is thousands of miles away, you are using a satellite.	65536	17
The satellite in space gets the call and then reflects it back down, almost instantly.	65536	17
The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.	65536	29
It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.	65536	19
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.	65536	29
It has brought us the train, the car, and many other transportation devices.	65536	16
Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer.	65536	22
Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.	65536	32
The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others.	65536	26
Lions are the most social cats, living in large groups called prides.	65536	16
Prides are made up of one to three related adult males, along with as many as thirty females and cubs.	65536	23
The females are usually closely related to each other, being a large family of sisters and daughters.	65536	19
Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.	65536	36
A well rounded athlete, the tiger can climb (though not well), swim, leap great distances and pull with five times the force of a strong human.	65536	31
The tiger is in the same group (Genus Panthera) as lions, leopards, and jaguars. These four cats are the only ones who can roar.	65536	37
The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.	65536	30
Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.	65536	41
Scientists think that ocelots follow and find animals to eat (prey) by smell, sniffing for where they've been on the ground.	65536	31
They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.	65536	39
When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before.	65536	67
This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.	65536	32
The original population hasn't changed at all, they still need the same adaptations as before.	65536	18
Over time, as the new population begins to adapt to their new environment, they start to look less and less like the other population.	65536	27
Eventually, after thousands or even millions of years, the two populations will look so different that they can't be called the same species.	65536	29
We call this process speciation, which just means the formation of new species. Speciation is an unavoidable consequence and a very important part of evolution.	65536	30
Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).	65536	26
Plants make their food from the sun by photosynthesis. They also provide shade.	65536	17
We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.	65536	28
Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.	65536	22
Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.	65536	42
We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.	65536	39
It also attacked anything that entered the water; even a giant dinosaur such as T. rex would be no match for it.	65536	26
While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse	65536	40
Another difference was that while the poor people and the woman ate their food while sitting in chairs, the rich men liked to have banquets together where they would lounge on their sides while they ate their meals.	65536	43
Ancient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.	65536	23
For instance, they didn't have corn, nor tomatoes, nor potatoes, nor cocoa, and no ancient Roman ever tasted a turkey.	65536	27
The Babylonians built each of their gods a primary temple that was considered the home of the god.	65536	20
People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.	65536	25
Each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter.	65536	19
Sometimes special pyramid shaped towers, called ziggurats, were built to be a part of the temples.	65536	24
The top of the tower was special sanctuary for the god.	65536	12
In the warm climate of the Middle East, the house was not so important.	65536	16
Most of the life of the Hebrew family happened in the open air.	65536	14
Women did the cooking in the yard; stores were just open counters looking into the street. Stone was used for building houses.	65536	25
There were no large forests in the land of Canaan, so wood was extremely expensive.	65536	17
Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.	65536	37
But regardless of his discovery, Eskimo tribes were already living there at the time.	65536	17
Though each country was 'Scandinavian', there were many differences between the people, kings, customs and history of Denmark, Sweden, Norway and Iceland.	65536	33
If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence.	65536	26
However, that is not true. Although there is something written on the back of the document, it is not a treasure map.	65536	26
Written on the back of the Declaration of Independence were the words "Original Declaration of Independence dated 4th July 1776". The text appears on the bottom of the document, upside down.	65536	39
While no one knows for certain who wrote it, it is known that early in its life, the large parchment document (it measures 29¾ inches by 24½ inches) was rolled up for storage.	65536	44
So, it is likely that the notation was added simply as a label.	65536	15
The D-Day landings and the following battles had freed the north of France, but the south still wasn't free.	65536	24
It was ruled by the "Vichy" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.	65536	35
On 15 August 1940, the Allies invaded southern France, the invasion was called "Operation Dragoon".	65536	21
In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.	65536	20
A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.	65536	26
The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.	65536	45
City-states are the precursors of nations. A civilizational culture implies the passing on of knowledge across several generations, a lingering cultural footprint and fair dissemination.	65536	30
Minor cultures often vanish without leaving relevant historic evidence and fail to be recognized as proper civilizations.	65536	19
During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.	65536	30
Congress lacked any power to impose taxes, and, because there was no national executive or judiciary, it relied on state authorities, who were often uncooperative, to enforce all its acts.	65536	37
It also had no authority to override tax laws and tariffs between states.	65536	14
The Articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent.	65536	29
Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006.	65536	30
Popular sports include football, basketball, volleyball, water-polo, fencing, rugby, cycling, ice hockey, roller hockey and F1 motor racing.	65536	32
Winter sports are most popular in the Northern regions, with Italians competing in international games and Olympic events.	65536	21
Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world!	65536	28
Due to the cluster/group of islands Japan has, Japan is often referred to, on a geographical stance, as an "archipelago"	65536	30
Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.	65536	30
In 1624,Dutch East India Company establishes a base in southwestern Taiwan, initiating a transformation in aboriginal grain production practices and employing Chinese laborers to work on its rice and sugar plantations.	65536	37
In 1683, Qing dynasty (1644-1912) forces take control of Taiwan’s western and northern coastal areas and declared Taiwan as a province of the Qing Empire in 1885.	65536	39
In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.	65536	49
Machu Picchu consist of three main structures, namely Intihuatana, the Temple of the Sun, and the Room of the Three Windows.	65536	32
Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.	65536	27
By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.	65536	19
For example, the most common still image photography format in the world is 35mm, which was the dominant film size at the close of the analog film era.	65536	32
It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats.	65536	22
The 35mm format is actually, somewhat confusingly, 36mm in width by 24mm in height.	65536	21
The aspect ratio of this format (dividing by twelve to obtain the simplest whole-number ratio) is therefore said to be 3:2.	65536	30
Many common formats (APS family of formats, for example) are equal to or closely approximate this aspect ratio.	65536	23
The much-abused and often-ridiculed rule of thirds is a simple guideline creating dynamism while keeping a measure of order in an image.	65536	30
It states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally (see example).	65536	29
During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.	65536	23
For over a thousand years the Christian religion had bound European states together despite differences in language and customs. I	65536	21
Its all-pervading power affected everyone from king to commoner.	65536	16
One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.	65536	32
The central authority of the church had been in Rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met.	65536	33
Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.	65536	16
The strategy proved effective, cutting off vital military and civilian supplies, although this blockade violated generally accepted international law codified by several international agreements of the past two centuries.	65536	32
Britain mined international waters to prevent any ships from entering entire sections of ocean, causing danger to even neutral ships.	65536	23
Since there was limited response to this tactic, Germany expected a similar response to its unrestricted submarine warfare.	65536	20
During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.	65536	22
After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future.	65536	25
In 1884, Tesla moved to the United States of America to accept a job with the Edison Company in New York City.	65536	25
He arrived in the US with 4 cents to his name, a book of poetry, and a letter of recommendation from Charles Batchelor (his manager in his previous job) to Thomas Edison.	65536	39
Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.	65536	30
Also between each dynasty was an unstable age of divided provinces. The best-known of these periods was the Three Kingdoms epoch taking place for 60 years between the Han and the Jin Dynasty.	65536	37
During these periods fierce warfare took place between many nobles fighting for the throne.	65536	16
The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.	65536	37
There are a lot of social and political effects such as the use of metric system, a shift from absolutism to republicanism, nationalism and the belief the country belongs to the people not to one sole ruler.	65536	43
Also after the Revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed.	65536	20
Same goes for the military because instead of army rankings being based on class they were now based on cailaber.	65536	24
The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.	65536	21
Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as “Hira‘” on the Mountain of “Noor” (light) for contemplation.	65536	43
he cave itself, which survived the times, gives a very vivid image of Muhammad’s spiritual inclinations.	65536	23
Resting on the top of one of the mountains north of Mecca, the cave is completely isolated from the rest of the world.	65536	26
In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.	65536	29
Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.	65536	33
The Great Pyramid at Giza is the only one of the seven wonders that is still standing today.	65536	20
Built by the Egyptians in the third century BCE, the Great Pyramid is one of many large pyramid structures built to honor dead Pharaoh.	65536	28
The Giza Plateau, or "Giza Necropolis" in the Egyptian Valley of the Dead contains several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx.	65536	46
The great pyramid was created to honor the Pharaoh Khufu, and many of the smaller pyramids, tombs, and temples were built to honor Khufu's wives and family members.	65536	35
The "up bow" mark looks like a V and the "down bow mark" like a staple or a square missing its bottom side.	65536	28
Up means you should start at the tip and push the bow, and down means you should start at the frog (which is where your hand is holding the bow) and pull the bow.	65536	38
An up-bow usually generates a softer sound, while a down-bow is stronger and more assertive.	65536	21
Feel free to pencil in your own marks, but remember the printed bowing marks are there for a musical reason, so they should usually be respected.	65536	32
The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.	65536	61
In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.	65536	25
The mob of people forced the King And Queen to have their carriage windows wide open.	65536	17
At one point a member of the mob waved the head of a royal guard killed at Versailles in front of the terrified Queen.	65536	25
The war expenditures of U.S. imperialism in the conquest of the Philippines were paid for by the Filipino people themselves.	65536	24
They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.	65536	42
Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.	65536	28
To understand the Templars one must understand the context that prompted the creation of the order.	65536	18
The age where the events took place is commonly referred as the High Middle Ages the period of European history in the 11th, 12th, and 13th centuries (AD 1000–1300).	65536	39
The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by convention ends around 1500.	65536	26
Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.	65536	49
Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has "effects" on societies that are inherent, rather than socially conditioned.	65536	47
For example, one might say that the motor car necessarily leads to the development of roads.	65536	18
However, a nationwide road network is not economically viable for just a handful of cars, so new methods of production are developed to reduce the cost of car ownership.	65536	32
Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.	65536	31
Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.	65536	28
In the context of Romanticism, the geography molded individuals, and over time customs and culture related to that geography arose, and these, being in harmony with the place of the society, were better than arbitrarily imposed laws.	65536	45
In the manner that Paris is known as the fashion capital of the contemporary world, Constantinople was regarded as the fashion capital of feudal Europe.	65536	27
Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.	65536	29
Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.	65536	36
It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.	65536	21
Gothic style peaked in the period between the 10th - 11th centuries and the 14th century.	65536	22
At the beginning dress was heavily influenced by the Byzantine culture in the east.	65536	15
However, due to the slow communication channels, styles in the west could lag behind by 25 to 30 year.	65536	22
towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.	65536	41
Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.	65536	29
Subsistence agriculture is a simple, often organic, system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.	65536	35
Historically most farmers were engaged in subsistence agriculture and this is still the case in many developing nations.	65536	22
Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.	65536	25
Subcultures can be distinctive because of the age, ethnicity, class, location, and/or gender of the members.	65536	25
The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.	65536	29
Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot.	65536	32
One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.	65536	45
Such children are called "feral" or wild. Some feral children have been confined by people (usually their own parents); in some cases this child abandonment was due to the parents' rejection of a child's severe intellectual or physical impairment.	65536	49
Feral children may have experienced severe child abuse or trauma before being abandoned or running away.	65536	18
Others are alleged to have been brought up by animals; some are said to have lived in the wild on their own.	65536	25
When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.	65536	43
While project based learning should make learning easier and more interesting, scaffolding goes a step beyond.	65536	19
Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.	65536	38
Scaffolds can be both virtual and real, in other words, a teacher is a form of scaffold but so is the little paperclip man in Microsoft Office.	65536	35
Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.	65536	35
Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.	65536	25
No child should ever have to grow up in an environment that is not nurturing, caring, and educational, but they do.	65536	25
We perceive the Foster Care System to be a safety zone for these children.	65536	15
Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care.	65536	22
Foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from.	65536	22
The Internet combines elements of both mass and interpersonal communication.	65536	11
The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.	65536	20
For example, “learning” and “socialization” are suggested as important motivations for Internet use (James et al., 1995).	65536	26
“Personal involvement” and “continuing relationships” were also identified as new motivation aspects by Eighmey and McCord (1998) when they investigated audience reactions to websites.	65536	36
The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.	65536	28
In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.	65536	23
Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.	65536	34
He even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs.	65536	20
Twentieth century research has shown that there are two pools of genetic variation: hidden and expressed.	65536	19
Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.	65536	18
Segregation and recombination shuffle variation back and forth between the two pools with each generation.	65536	18
Out on the savanna, it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources.	65536	32
Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death.	65536	20
The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.	65536	33
In contrast, animal foods (ants, termites, eggs) not only are easily digestible, but they provide high-quantity proteins that contain all the essential amino acids.	65536	36
All things considered, we should not be surprised if our own ancestors solved their "protein problem" in somewhat the same way that chimps on the savanna do today.	65536	34
Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).	65536	27
This can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.	65536	22
If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.	65536	36
Other biorhythm-based options involve drinking lots of fluid (particularly water or tea, a known diuretic) prior to sleep, forcing one to get up to urinate.	65536	37
The amount of inner peace a person possesses correlates oppositely to the amount of tension in one’s body and spirit.	65536	24
The lower the tension, the more positive the life force present. Every person has the potential to find absolute peace and contentment.	65536	26
Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.	65536	23
The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.	65536	33
In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.	65536	29
With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.	65536	33
The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.	65536	38
Germany was a common enemy in World War 2, leading to cooperation between the USSR and USA. With the end of the war the clashes of system, process and culture led to the countries falling out.	65536	40
With two years of the end of the war, the former allies were now enemies and the Cold War began.	65536	22
It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places.	65536	37
By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.	65536	30
However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.	65536	68
Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.	65536	24
The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.	65536	42
One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.	65536	35
At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.	65536	22
Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe.	65536	22
Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.	65536	22
Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.	65536	23
Domestic goats were generally kept in herds that wandered on hills or other grazing areas, often tended by goatherds who were frequently children or adolescents, similar to the more widely known shepherd. These methods of herding are still used today.	65536	47
Wagonways were built in England as early as the 16th Century.	65536	15
Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.	65536	37
Crossties were introduced fairly early to hold the tracks in place. Gradually, however, it was realised that tracks would be more efficient if they had a stip of iron on the top.	65536	38
This became common practice, but the iron caused more wear on the wooden wheels of the wagons.	65536	19
Eventually, wooden wheels were replaced by iron wheels. In 1767, the first full-iron rails were introduced.	65536	25
The first known transportation was walking, humans began walking upright two million years ago with the emergence of Homo Erectus (meaning upright man).	65536	28
Their predecessors, the Australopithecus did not walk upright as habitually.	65536	18
Bipedal specializations are found in Australopithecus fossils from 4.2-3.9 million years ago, although Sahelanthropus may have walked on two legs as early as seven million years ago.	65536	44
We can start living more friendly to the environment, we can join to the environmental movement, and we can even be activists in order to reduce the future suffering in some degree.	65536	35
This is just like symptomatic treatment in many cases. However, if we do not only want a temporary solution, then we should find the root of the problems, and we should deactivate them.	65536	38
It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle.	65536	33
After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.	65536	41
Through the night between 150 and 200 copies were made, now known as "Dunlap broadsides".	65536	22
The first public reading of the document was by John Nixon in the yard of Independence Hall on July 8.	65536	21
