lang,tokenization,vocab_size,eval_data,metric_type,mean_value
TR,superbpe,49152,TR,token-nll,6.504696721144816
TR,superbpe,65536,TR,token-nll,6.820194727818485
TR,superbpe,81920,TR,token-nll,7.057160478806779
TR,superbpe,8192,TR,token-nll,4.687538881311304
ZH,bpe,32768,ZH,token-nll,6.563397026344721
ZH,bpe,49152,ZH,token-nll,6.982592230728963
ZH,bpe,65536,ZH,token-nll,7.277282821802283
ZH,bpe,81920,ZH,token-nll,7.481306362529046
ZH,bpe,8192,ZH,token-nll,5.21621861311758
ZH,superbpe,32768,ZH,token-nll,6.663256101928681
ZH,superbpe,49152,ZH,token-nll,7.144035492018749
ZH,superbpe,65536,ZH,token-nll,7.45399372474007
ZH,superbpe,81920,ZH,token-nll,7.662374952565068
ZH,superbpe,8192,ZH,token-nll,5.3073108370596245
ZH,unigram,32768,ZH,token-nll,12.097885034772247
ZH,unigram,49152,ZH,token-nll,13.73612735017015
ZH,unigram,65536,ZH,token-nll,13.83536434503412
ZH,unigram,81920,ZH,token-nll,13.305794507618478
ZH,unigram,8192,ZH,token-nll,10.234264387443602
AR,bpe,32768,AR,mrr,0.23070419274766826
AR,bpe,49152,AR,mrr,0.2150262578387424
AR,bpe,65536,AR,mrr,0.20859205534387867
AR,bpe,81920,AR,mrr,0.20398854305051092
AR,bpe,8192,AR,mrr,0.29741594023640927
DE,bpe,32768,DE,mrr,0.27764684841344756
DE,bpe,49152,DE,mrr,0.25920196054583505
DE,bpe,65536,DE,mrr,0.2493783757955128
DE,bpe,81920,DE,mrr,0.24733607618032194
DE,bpe,8192,DE,mrr,0.36185450023497406
EN,bpe,32768,EN,mrr,0.2719843976927436
EN,bpe,49152,EN,mrr,0.2663113382721672
EN,bpe,65536,EN,mrr,0.2640733987725248
EN,bpe,81920,EN,mrr,0.2644099360644409
EN,bpe,8192,EN,mrr,0.33416830647840995
FI,bpe,32768,FI,mrr,0.25867628508421153
FI,bpe,49152,FI,mrr,0.23620270159281778
FI,bpe,65536,FI,mrr,0.2218347254189634
FI,bpe,81920,FI,mrr,0.20989722282626241
FI,bpe,8192,FI,mrr,0.35295995687012066
FR,bpe,32768,FR,mrr,0.335352545082975
FR,bpe,49152,FR,mrr,0.32126622253964715
FR,bpe,65536,FR,mrr,0.31715771672852533
FR,bpe,81920,FR,mrr,0.3180897665182569
FR,bpe,8192,FR,mrr,0.405184843641958
KO,bpe,32768,KO,mrr,0.19574294613272686
KO,bpe,49152,KO,mrr,0.18223012278196038
KO,bpe,65536,KO,mrr,0.16926615164578007
KO,bpe,81920,KO,mrr,0.16355971463470717
KO,bpe,8192,KO,mrr,0.277147658699365
PL,bpe,32768,PL,mrr,0.2903512709005562
PL,bpe,49152,PL,mrr,0.2636995215515746
PL,bpe,65536,PL,mrr,0.24355264030073978
PL,bpe,81920,PL,mrr,0.23303050112240886
PL,bpe,8192,PL,mrr,0.38006695375450644
RU,bpe,32768,RU,mrr,0.30394899739178527
RU,bpe,49152,RU,mrr,0.2808598241680229
RU,bpe,65536,RU,mrr,0.26551544374709896
RU,bpe,81920,RU,mrr,0.25606427169167423
RU,bpe,8192,RU,mrr,0.3932937403727679
TR,bpe,32768,TR,mrr,0.2504133772305864
TR,bpe,49152,TR,mrr,0.23682014571023796
TR,bpe,65536,TR,mrr,0.22810842765644113
TR,bpe,81920,TR,mrr,0.22079384150862555
TR,bpe,8192,TR,mrr,0.3323549698750822
ZH,bpe,32768,ZH,mrr,0.17042465019332695
ZH,bpe,49152,ZH,mrr,0.14747716483308893
ZH,bpe,65536,ZH,mrr,0.13213335266158602
ZH,bpe,81920,ZH,mrr,0.12457200720392048
ZH,bpe,8192,ZH,mrr,0.2682936355978414
